text,terms,lab_sim
"my husbands was perfect, my was well done and dry.",[],0.30953518
"everyone i have spoken too there is super friendly, helpful, and willing to the extra mile for a customer.",[],0.42024684
sapphire is the only indian restaurant i go to when i'm in nyc.,[],0.5044219
i heartily recommend.,[],0.39394715
all my co-workers were amazed at how small the dish was.,[],0.51201236
"we ordered the special, grilled branzino, that was so infused with bone, it was difficult to eat.",[],0.5396725
"this place, which is only a few months old, is perhaps queens' biggest secret!",[],0.31667924
this place is so much fun.,[],0.40440786
i was glad i did.,[],0.23122685
right off the l in brooklyn this is a nice cozy place with good pizza.,[],0.5433018
i've never been treated so rudely.,[],0.23279263
i'll be back soon.,[],0.15359351
went inside and i started to get excited.,[],0.33643535
i also ordered for delivery and the restaurant forgot half the order.,[],0.43575597
our server checked on us maybe twice during the entire meal.,[],0.39588335
"however, it is jus too good to not praise it.",[],0.28282562
the strong scents coming from the left and right of me negatively affected my taste buds.,[],0.26293918
it's somewhere you can eat and be happy.,[],0.5420772
"if you wrote a bad review, it's because you don't understand what rao's is all about.",[],0.17372854
"had we been stalling i could understand where they were coming from, but we had been there less than an hour and they hadn't even brought us a check yet!",[],0.25251588
but overall i give it a 10,[],0.20380758
"i have tried to make reservations, but both times, the hostess didn't have my name.",[],0.44862926
i also recommend the rice dishes or the different varieties of congee (rice porridge).,[],0.5251892
this was one of the best restaurants i've ever been to.,[],0.7674897
this restaurant used to be pretty decent.,[],0.7118995
"an oasis of refinement: food, though somewhat uneven, often reaches the pinnacles of new american fine cuisine - chef's passion (and kitchen's precise execution) is most evident in the fish dishes and soups.",[],0.51915437
i love indian food and consider myself to be quite an expert on it.,[],0.45183784
some baby pizzas get their wish.,[],0.3742453
it was tiny and i felt like i was eating in someone's living room.,[],0.37529087
i was there on sat.,[],0.23500642
overall a oh ya even though there is waiting it is deff worth it,[],0.21060835
the last time i went we were seated at a table in a corridor next to the kitchen.,[],0.35853615
"nice restaurant overall, with classic upscale italian decor.",[],0.61720496
what more can you ask for?,[],0.16853803
wondering who had the best deals we noticed a line had formed to wait for this one particular establishment.,[],0.3171835
they have authentic indian at amazin prices.,[],0.35721153
you are treated just like royality.,[],0.1680488
"there's nice and quiet, small but enough for 6 (or more).",[],0.30235788
ambiance- relaxed and stylish.,[],0.34609118
"yes, they use fancy ingredients, but even fancy ingredients don't make for good pizza unless someone knows how to get the crust right.",[],0.43109176
"looking from the outside in, one would hesitate to enter this hole in the wall (really, that's what it is).",[],0.08310376
i look forward to eating here again,[],0.4335025
i know because i live nearby.,[],0.2743061
my entire family was horrified.,[],0.24823608
on a monthly basis my friends and i get together and have a girls night out.,[],0.18793955
"for great chinese food nearby, you have wu liang ye and grand sichuan just a block away.",[],0.40209463
"this place is really trendi but they have forgotten about the most important part of a restaurant, the food.",[],0.58380973
hats off to the chef.,[],0.34620652
this should have been done in a back room - away from customers.,[],0.35383263
glad you have the luxury to throw out paying customers.,[],0.44758984
check it out,[],0.26688272
don't go.,[],0.24787183
but they do.,[],0.15071334
look i dont know if the people who wrote the reviews have ever been to a decent place (please try someother places).,[],0.40808243
"our favorite meal is a pesto pizza, the house salad, and a good bottle of wine.",[],0.5481919
"ambiance and music funky, which i enjoy.",[],0.2360924
i went there in late afternoon for some bite size food and refleshment with my date.,[],0.5840364
"it's a really great deal, considering we got full off of four dollars.",[],0.3093168
went with mommy (the only person who could afford taking me here).,[],0.2818604
my friends and i were on vacation in ny and was referred to chance by a friend.,[],0.22367884
"i am completely hooked on this place, it is ridiculous.",[],0.39230344
we will return many times for this oasis in mid-town.,[],0.35421517
enjoy!,[],0.1629125
we weren't!,[],0.18324949
this is one of my favorite restaurants and it is not to be missed.,[],0.6353362
(la rosa is connected by a swinging door to the mexican restaurant pacifico).,[],0.3697451
the other night we had the $30 three course meal and everything was delicious - if i could of licked the plate clean i would of.,[],0.6054348
please be aware that it's cash or amex only!,[],0.13909353
it's a rather cramped and busy restaurant and it closes early.,[],0.56959385
i had very high expectations for this place and made a reservation a couple of months in advance for a special occasion.,[],0.50862235
they were served warm and had a soft fluffy interior.,[],0.49941817
what came to our table was burned beyond recognition and stringy.,[],0.24675247
"so i've never actually been to m proper, but i've had it delivered a few times.",[],0.29986796
the hostess is rude to the point of being offensive.,[],0.3444955
"a narrow corridor leads to a tiny space where there are three tiny white tiled counters, a great deal of mess (stacks of bottles, cans) and a small counter holding 12-14 entrees.",[],0.32651746
succulent steaks cooked precisely to your desired 'doneness' accompanied by salads and sides that don't look like leafy road kill.,[],0.38623622
nice family owned traditional restaurant.,[],0.6586236
this dish is my favorite and i always get it when i go there and never get tired of it.,[],0.6509201
we were very pleasantly surprised.,[],0.36608982
i will never visit this restaurant again.,[],0.5085207
the waitress suggested glasses of wine that went very well with the food.,[],0.52456474
"(or sister, in my case!).",[],0.18694156
i've eaten at many different indian restaurants.,[],0.5615399
"they might be all business at the counter when you give your order, but their food says i love you.",[],0.5369647
try their plain pizza with fresh garlic or eggplant.,[],0.53979033
don't go there!,[],0.3296226
"ok, so the servers wander around a little clueless, but there's more than enough servers for the crowd they get -- it's fine, you just have to make a small effort to get their attention.",[],0.21623023
good luck getting a table.,[],0.30218592
"we picked it randomly, without a recommendation from someone who has been there, so we weren't sure what to expect.",[],0.37247267
don't look down your nose at me like that...,[],0.1180415
just don't do it.,[],0.09050537
"the takeout menu says to keep an eye out for an expanded menu offering more italian dishes, i can't wait!",[],0.5358055
"trust me, it will be great, and all of it will be devoured in no time.",[],0.30964717
my girlfiends and i ate at o.g. again last night.,[],0.3972183
i wish they had one near my office- i would go everyday.,[],0.38403636
finally!,[],0.25516114
regardless of whether there are two people or two hundred people ahead of you the hostess will take your name and tell you five minutes.,[],0.31603125
you will not be disapointed at all.,[],0.106840216
they didn't give us the dinner special until we asked for it.,[],0.5173912
"word of advice, save room for pasta dishes and never leave until you've had the tiramisu.",[],0.44441357
i recently went to this restaurant with some co-workers for lunch and had an amazing time.,[],0.6843326
open late (well as late as i ever got there and i'm a night person),[],0.30038452
"the most annoying thing, though, is the fact that the servers seem to be trained to drive revenue.",[],0.19081299
"get your food to go, find a bench, and kick back with a plate of dumplings.",[],0.3525046
"everything we had was pretty good, but we have only been there once.",[],0.4703367
something about them being busy with holiday party's.,[],0.3441453
the sake menu should not be overlooked!,[],0.45470163
i would highly recommend.,[],0.38151908
this place is great.,[],0.5004247
the drinks are amazing and half off till 8pm.,[],0.5242865
"with so many poor experiences to be had in the theater district, is truly an excellent find!",[],0.47435817
"went there last night for 2 year anniversery, and wasn't all that impressed.",[],0.45239863
it was rather pathetic that it took them over an hour to seat us.,[],0.23697452
at first i was slightly skeptical because it was a sushi restaurant in the middle of nyc.,[],0.616006
we visit at least once a month.,[],0.3300577
"also, the place is popular with families, so if you're bothered by children running loose like wild animals, come later at night to avoid them.",[],0.33891514
i'll keep this short.,[],0.20550483
"however, it's not worth a special trip.",[],0.3807244
and it was quick which is very important.,[],0.20834449
this is a nice restaurant if you are looking for a good place to host an intimate dinner meeting with business associates.,[],0.620863
"but, nothing stands out about the cooking.",[],0.3988089
joya used to be a cool spot with decent food and a colorful - if not relaxed - atmosphere.,[],0.5220175
i've been here 3 times for lunch and it is one of my favorites in the city.,[],0.6056056
"i had their eggs benedict for brunch, which were the worst in my entire life, i tried removing the hollondaise sauce completely that was how failed it was.",[],0.4747418
always busy but fast moving.,[],0.22379595
too bad the food wasn't of the same heritage.,[],0.49773565
"the food was really good, i had the onion soup and it was one of the best ever.",[],0.657418
i'm not picky - but it was actually gross.,[],0.33022892
"overall, a solid restaurant and at less than $40pp (including wine), a solid deal as well.",[],0.5810183
"since it literally is a complete hole in the wall, it's a bit intimidating at first, but you get over that very quickly as soon as the friendly staff welcomes you - don't hesitate to ask for help with what to get.",[],0.26434273
"based on the reviews for dinner, this is a place i would reconsider revisiting for that, but definitely not for dim sum again.",[],0.46779525
my girlfriend convinced me to go in the other night for a quick bite.,[],0.3653311
despite the untasteful previous review...,[],0.27814186
"don't judge this place prima facie, you have to try it to believe it, a home away from home for the literate heart.",[],0.2903492
"sure, everyone's got their favorite, but to know sal, is to know new york.",[],0.319431
i think that it is absolutely brilliant and well runned business operation.,[],0.40425098
also they were $15 each!,[],0.28915352
"my friends spoke so much about it for months, i finally made the time to come down ear and dine in.",[],0.40217537
i recommend getting a reservation even though we saw people seated without one.,[],0.408338
this is as good as neighborhood restaurants come.,[],0.67758507
"if you want some roast duck, pork or chicken on rice with ginger, try them out!",[],0.39867207
"you order from a menu, so you leave feeling like you missed the full experience.",[],0.39854112
we will go back every time we are in the city.,[],0.23082803
we love th pink pony.,[],0.2094039
so eat fast and order a lot.,[],0.38591844
i have to agree with the previous reviewer.,[],0.27865994
"if you were there when it first opened, give this restaurant a second chance.",[],0.56929505
i went to del frisco's friday night with my boyfriend for an 8:00 reservation.,[],0.51080596
yourself a favor and have dinner here and see if you dont agree with me.,[],0.43300518
definitely a great spot for a nice occasion or date.,[],0.48011422
you can't go wrong with this place.,[],0.3759074
"we have never had any problems with charging the meal or the tip, and the food was delivered quickly, but we live only a few minutes walk from them.",[],0.36352193
authentic bistro!,[],0.4187917
"they are tasty, but i suggest only eating one with meat because they tend not to mesh that well with the average american digestive system.",[],0.4714628
"it's true, this place is not cheap.",[],0.3838238
one of the earlier people commenting on the restaurant did not get the that some experimenting is going on with the menu in a positive way.,[],0.5142041
it's convenient.,[],0.3280688
thanks bloom's for a lovely trip.,[],0.28392777
"oh right, i should probably say something nice.",[],0.23620844
"odd for ave b, not just odd, the place attracts an eclectic crowd to say the least.",[],0.38273892
instead of wasting your time here: support restaurants that care about food.,[],0.5379414
this is can became on e of the ny italian food fare institutions.,[],0.4823491
"the man that was hosting promised to save a table for our party of 7, then sat a party of 2 at the very table he was saving (mean while there were boths open all around).",[],0.18515207
as we were sitting eating the subpar food the manager proceeded to berate a couple of his employees for putting out the wrong containers for condiments and explained to them how expensive these containers were.,[],0.4617886
perhaps.,[],0.114770494
go here.,[],0.25944304
if you are in the area try the bagel shoppe on 74th street which is 3 blocks away on 2nd ave.,[],0.31229758
"especially liked chicken tikka and the naan, and the dals.",[],0.50610375
"my wife and i always enjoy the young, not always well trained but nevertheless friendly, staff, all of whom have a story.",[],0.2906803
what a great place.,[],0.48057216
"by the time we were done, it was past 1:00am.",[],0.11255699
"read all the other review, they'll confirm it.",[],0.19712912
even after they overcharged me the last time i was there.,[],0.3091489
"he not only makes his own homemade mozzarella, but every pie is ultra fresh.",[],0.38130775
"great idea and base for restaurant, but work on the details, people who think this was good need to go back to the shore towns and rethink what it should have tasted like.",[],0.60828704
"when you're sitting in their main dining room (which has a spectacular, hand-painted high ceiling) you'd never know there was a world outside.",[],0.35778344
i have been twice to this restaurant.,[],0.64259404
also make sure you pay attention to the music being piped in - quite a weird selection.,[],0.2561036
you could get a much better dining experience for the same amount of money in a lot of other french bistros.,[],0.5776858
surprisingly nothing could be further from the truth.,[],0.1593489
it's better than being on the roof of sutton place with 19 year old interns jabbing you in the ribs all night.,[],0.35815847
went there and had a combination of different seafood dishes and appetizers.,[],0.7130871
its a great place for a casual date or to entertain clients for lunch.,[],0.5647125
all we received was an apology as we left to see our show without dinner.,[],0.30147496
the table next to us asked if he crushed the grapes himself when their long overdue bottle of wine finally arrived.,[],0.2828293
"we could not catch our waiter's eye, and he ignored us.",[],0.24077715
fantastic place.,[],0.47949782
definitely not a restaurant to skip!,[],0.5640926
they refuse to seat parties of 3 or more on weekends.,[],0.16517217
usually 3 vs. 4 items per dish.,[],0.36340743
"while certain staples are excellent (the burger, some of the pastas), the food is not really the point.",[],0.570923
"the place is larger than most and features adequate seating unlike most joints, and has a bar which deserves a mention.",[],0.4694483
what a ripoff!,[],0.2658238
threw my fiance's surprise 30th birthday dinner here couldn't be happier.,[],0.4586569
you can do it here.,[],0.09545675
"may, the owner always has a smile on her and will warmly greet you.",[],0.25174126
i've lived in ny for 5 years and this place has it all.,[],0.273948
i just read mocaramel's review and felt compelled to respond.,[],0.21506087
the sides were ok and incredibly salty.,[],0.40103257
it hits the spot every time,[],0.14547971
"for some reason, all the seafood on the menu was unavailable except for the salmon.",[],0.45202154
"not a large place, but it's cute and cozy.",[],0.4151003
don't be fooled by crowds of people.,[],0.26067993
and there's no way out.,[],0.14069438
"please if your thinking about it go, and stay the wait you won't be disappointed.",[],0.2335059
"when going out for a nice dinner, i like a nice ambiance as well as very good food.",[],0.5394215
"for all you lazy folks that don't want to come to alphabet city, i say, good - stay out.",[],0.31309414
"this is my fourth try over a two year period, and i'm done.",[],0.16145855
probably would not go again...,[],0.1843761
after passing by this restaurant for sometime i finally decided to go in and have dinner.,[],0.5641146
we go on mondays for the prix fixe and our experience with the food has been comparable to blue ribbon.,[],0.56974316
for the next hour and a half we stood in the crowded lobby area of this touristy restaurant listening to all types of explanations of why we were not being seated.,[],0.42987633
the pizza is delicious and the proprietor is one of the nicest in nyc.,[],0.5972525
"also good for client lunch meetings, esp.",[],0.4541378
it was horrible.,[],0.3153328
the desserts are more appealing then stuffy overpriced french restaurants.,[],0.57460415
"i found the food to be outstanding, particulary the salmon dish i had.",[],0.65865177
"the new york times has reviewed this place three times already, you know it's going to be good.",[],0.25541806
i have been to spice three times- twice during lunch and once at dinner.,[],0.44459617
i came to this restaurant expecting to be surprised but left bored and overcharged.,[],0.5555599
"a cheap eat for nyc, but not for dosa.",[],0.55487233
the atmosphere is noisy and the waiters are literally walking around doing things as fast as they can.,[],0.43593714
"the seafood is amazing, there's a good wine list, and the ever-changing menu always offers some great surprises.",[],0.6242377
i don't usually order wine with indian so i can't comment on their wine list or their wines.,[],0.36902928
"($200 for 2 glasses of champagne, not too expensive bottle of wine and 2 after dinner drinks).",[],0.35892013
"really though, where's the seasoning?",[],0.27121496
"by dinner time, they turn it around and mount a huge comeback!!",[],0.39327136
"solid wine list, knowledgeable staff, friendly owners and an adventurous, ever-changing menu keep us coming back.",[],0.4856659
"we didn't even see a menu, as our waiter described both the specials and the main dishes.",[],0.5478599
"otherwise, good stuff for late nite eats.",[],0.4663851
"the dinner was ok, nothing i would have again.",[],0.52112186
it is thick and slightly soggy.,[],0.286397
its not the same if you have to sit inside.,[],0.24969576
"i plan to come here again and look forward to trying their assortment of bruschetta, panini's.....",[],0.439901
great people watching as others do the same to you.,[],0.2782965
maybe it was just an unintentional mistake but i've experienced the same with other restaurants so i don't appreciate such practice.,[],0.46585894
"two people in our party felt like something else, and volare immediately obliged with two great dishes that were not in their regular menu.",[],0.52079207
"the waitress remembers me and is very friendly, she knows what my regular is and that's the fried mini buns with the condensed milk and the assorted fruits on beancurd.",[],0.50110936
i'm going back.,[],0.20111771
my friends and i have been going here regularly for two years.,[],0.37032348
me and my girls will definitely go back.,[],0.1764935
the portions are large and the servers always surprise us with a different starter.,[],0.32784247
ive passed by the spot tons of times always wanting to go in.,[],0.24237631
all the food was hot tasty.,[],0.6087004
have been several times and it never dissapoints.,[],0.18065473
this is one great place to eat pizza more out but not a good place for take-out pizza.,[],0.5809112
would recommend this place as a good date spot if you don't want to drop a ton of cash.,[],0.45498762
while i'm not sure that this happens all the time-this is the kind of treatment that buys repeat business!,[],0.15012248
this place was not all that!,[],0.44763088
"first of all, this place is *not* romantic, as claimed by citysearch's editorial review.",[],0.30690777
"the second you walk through the heavy vault like door, with people anticipating your arrival you get the sense that you are going to have the dining ride of a lifetime.",[],0.39574745
others have to go to other restaurants and feel sad until they're eaten.,[],0.48574996
why make a reservation if you aren't going to keep it?,[],0.31232846
i do not recommend lunch specials just because it tasts the same with other regular chinese restaurant.,[],0.57222295
highly recommended!!!!!,[],0.32596424
this is the best thing in soho.,[],0.5071663
i came here with my boyfriend for our anniversary because it was highly recommended to him by a friend.,[],0.45943585
"for $760 for 2 people, it's a once in a lifetime experience.",[],0.3071806
"while the $20 entree range is not overly expensive, in new york city, there is definitely better food in that range, and so sapphire, despite it's lovely atmosphere, will most likely not be a restaurant to which i will return.",[],0.4929299
i had been searching really hard for a restaurant in new york where i could really feel unwanted and ignored and i finally found it!,[],0.5801124
it's definately not a place to go if you want to impress someone.,[],0.41203365
wonderful at holiday time.,[],0.45156032
the place is a lot of fun.,[],0.5189979
i ordered the smoked salmon and roe appetizer and it was off flavor.,[],0.45986396
"we went here for lunch a couple of weeks ago on a saturday, and i was thoroughly impressed with the food.",[],0.6951928
"as we were leaving, the couple standing by the door said to another waiter, we're not in a hurry.",[],0.2897428
"the menu was impressive with selections ranging from a burger, to steak, to escargot.",[],0.6080122
"in fact, two people could really share one plate.",[],0.2617247
this was a repeat visit and we'll definitely be back again.,[],0.30068395
during happy hour!,[],0.26371458
good for casual dinner with jeans and sneakers.,[],0.48935884
"go, go, hurry, before everyone finds out about it.",[],0.1432306
i am bringing my whole family back next time.,[],0.29879987
it took them 25 minutes to bring our appetizer.,[],0.4934777
a guaranteeed delight!,[],0.42169192
i have been coming to this neighborhood spot for years.,[],0.36908233
overall i would recommend it and go back again.,[],0.3454702
"anyway, this is the last time i cross the williamsburg.",[],0.32271892
metrazur has a beautiful spot overlooking the main terminal.,[],0.30499467
friendly staff that actually lets you enjoy your meal and the company you're with.,[],0.60897076
the restaurant is rather small but we were lucky to get a table quickly.,[],0.6063331
"besides, we were on vacation!",[],0.36589804
i love this cozy around the way rest.,[],0.35724077
save yourself the time and trouble and skip this one!,[],0.18950747
this is my favorite italian restaurant in all of new york city.,[],0.5961867
"the place is a little tight and on a cold day, the seating by the entranceway can be pretty drafty.",[],0.40314165
raga stands out with an interesting fusion of french and indian cooking.,[],0.4041226
"oh yes, and they lie on the phone, claiming they have seating in the garden, then of course the seats are not available.",[],0.2711132
"the food was very good, a great deal, and the place its self was great.",[],0.739752
the food options rule.,[],0.48357892
a great choice at any cost and a great deal.,[],0.42307457
"anybody who likes this place must be from a different planet, where greasy, dry and tasteless are complimentary.",[],0.53990287
"we ate here in march, 2006 and ordered the pre-theatre 3-course dinner with wine flight.",[],0.5161413
definately check it out!!!,[],0.28941402
"probably much busier for lunch, it's seldom crowded for dinner (too close to downtown).",[],0.48883682
it takes forever to get a drink and they almost always forget to bring something (although they dont forget to charge you for it.,[],0.31624871
"saturday, nov. 6th i had a group from work come in with about 35 people and the staff was amazing to accomodate us.",[],0.33010298
"first, the waiter who served us neglected to fill us in on the specials, which i would have chosen had i known about them.",[],0.49379316
we will be back.,[],0.14456466
"also, top the meal with a delicious and perfect slice of tiramisu.",[],0.57146907
it seems like this is a place the locals like and the people working here liked it too.,[],0.5430449
check out the secret back room.,[],0.2887335
with the theater 2 blocks away we had a delicious meal in a beautiful room.,[],0.6043428
we were not dissappointed in the least bit by this little gem.,[],0.19119336
also very inexpensive.,[],0.41235542
"we've only eaten in the restaurant once, but we have ordered many times for dinner.",[],0.56020826
i got enough reasons to keep coming back!!!,[],0.19105893
"my husband said he could've eaten several more, the portion was fine for me he even exclaimed that the french fries were the best he has had.",[],0.49049452
you cannot go wrong with this place.,[],0.37226322
"it is the type of place to run into old friends and have a late, raucus dinner.",[],0.46453175
"the food is delicious - from the specials to the regular menu-fare, the dishes are never a disappointment.",[],0.68480325
"the combination of fresh tomato sauce, fresh mozz cheese, basil and the dough they make with imported flour, makes this is one of the better pizza's in ny.",[],0.46569785
the food is prepared quickly and efficiently.,[],0.51226807
and for this i had to shell out a small fortune?,[],0.24434495
the food looked very appetizing and delicious since it came on a variety of fancy plates.,[],0.67383283
both the fresh mozzerella slices and the plain cheese slice are phenomenal.,[],0.57055414
i have tried literally every restaurant on curry row.,[],0.5830921
"unfortunately, the food was not something to get worked up about.",[],0.49477848
"it's constantly open, catering to the pakistani cabbies lined up on crosby st., so there's more turnover with the food than you'd expect (i.e., surprisingly fresh).",[],0.5533663
"i went at 6:00 pm specifically for the pre-theater menu ($19.95 for roasted tomato soup with chevre, steak frites, creme brulee) and it was marvelous.",[],0.56308603
go inside and you won't want to leave.,[],0.21060866
i loving bringing friends here - and i do so every chance i get.,[],0.30499002
"the large selection of bruschettas, paninis, tramezzinis keep the palate from stagnating.",[],0.25564703
"while this isn't classical restaurant fare, the chef has given new life to an old cuisine with some really innovative and tasty dishes that are genuinely indian without being heavy or same old restaurant burn-outs.",[],0.56285185
the owner truly caters to all your needs.,[],0.3809283
he takes real pride in his food and his business.,[],0.41149032
my boyfriend and i went there to celebrate my birthday the other night and all i can say is that it was magnificent.,[],0.495251
i would go back tho.,[],0.13407609
"the photobook menu was a cute touch, certainly helped my group and i pick the fried chicken, pork chop, and noodle dishes that we all ordered.",[],0.5939921
too large for just two people but nothing was left.,[],0.21593098
a pleasant surprise.,[],0.344747
i asked for an open faced cheese sandwich and the manager basically told me to take my business elsewhere!,[],0.45256284
we got most of it back at home with us.,[],0.31136268
"if this happens, just ask for real naan.",[],0.12925206
"so, if yo really don't care who is sittingnext to you, which is about 2 inches away, i would say try it.",[],0.21140681
definitely a neighborhood favorite.,[],0.43310583
my first encounter happened one friday evening with a friend.,[],0.24166162
example is the soup which was about 6 oz for $12 dollars and the mushrooms where $12 for about 1oz.,[],0.39643806
there are other people waiting!,[],0.21786448
ou must try this restaurant.,[],0.6100368
"we left, never to return.",[],0.22118163
"this place started off a little iffy, but is now one of my favorite indian restaurants in nyc (and i'm indian, so i should know).",[],0.614697
i went to this restaurant with a woman that i met recently.,[],0.4773692
this is where the aforementioned line was.,[],0.1526885
"aside from the bearded, courdoroy blazer professor type with the nyu student he's sleeping with that week, you see a strange mix of hipsters, frat boys, will smith types who need to be told they are black, bitter cougars who cant understand why they arent married yet....",[],0.16483583
we always go there on the weekends and leave extremely full and satisfied.,[],0.507533
i dont how this place is still running.,[],0.27781373
we were in search of food and stumbled on this block of indian restaurants on east sixth street.,[],0.5168028
"well worth the trip, close to city hall and downtown subway stops.",[],0.4806562
what more could you want?,[],0.14080323
"if you are the type of person who likes being scared and entertained, this is a great place to go and eat.",[],0.56738013
"all in all, i don't see how you can go wrong.",[],0.18377244
"my husband had the mesclun, salmon, and ice cream and he enjoyed all 3 courses.",[],0.43328336
we were told that the wait was about twenty minutes and there would be no problem for our 8:00 pm curtain call.,[],0.11863208
i'm told that it is open 24hrs which is good.,[],0.2879465
what a great place!,[],0.4728509
"still, any quibbles about the bill were off-set by the pour-your-own measures of liquers which were courtesey of the house...",[],0.20585676
"food was very good as well, considering that we tried the budget selection (though i wish the pork belly that i ordered was roasted a bit longer, so that fat was more of a melt-in-your-mouth experience).",[],0.64325655
"although, one night we went it was super cheesy, and another night it was less cheesy.",[],0.4068733
"even though it is a little loud, you don't have to yell at each other to talk.",[],0.13585511
"i've been to sapphire twice and both times the food was fine, if not good.",[],0.5513597
was surprisingly disappointed.,[],0.3046623
i'm amazed we haven't been kicked out of this place yet.,[],0.26797047
"i haven't eat a lamb chop as delicious as that,the salads are really nice dressed with lemon and extra virgnin olive oil.",[],0.42472377
"the pastrami sandwich was like buttah and with pickles and an icy cold beer to wash it down, it was a pleasurable experience.",[],0.5239552
the plain pizza was soggy and the creative wild mushroom(third generation-fornini) pizza we had was drenched with truffle oil in the middle( again making it soggy) and nothingon the rest.,[],0.47537896
it's a great place to pick up a cheap lunch or dinner.,[],0.656049
"behind this counter, two men are squeezed in.",[],0.12633781
"if only they delivered, they'd make a mint!",[],0.35131052
went there with my wife and we had to wait for a table even though you could see there many that were empty with not reservation sigh on them.,[],0.5212663
"despite a slightly limited menu, everything prepared is done to perfection, ultra fresh and a work of food art.",[],0.583543
the outdoor atmosphere of sitting on the sidewalk watching the world go by 50 feet away on 6th avenue on a cool evening was wonderful.,[],0.3329557
"in any event, this is a place i'll be sure to stop by again when i'm in this part of town.",[],0.31688252
i definitely wouldn't go back.,[],0.21926875
it is not worth for that bucks.,[],0.19322456
"growing up in ny, i have eaten my share of bagels.",[],0.46831706
a hearty two thumbs up!,[],0.24095069
"all the appetizers and salads were fabulous, the steak was mouth watering and the pasta was delicious!!!",[],0.65651727
"besides having the table we had been promised given to other restaurant patrons twice before we were actually seated, we were served dishes we hadn't ordered three times, received one of our orders 20 minutes after the rest of the table had been served (and that order was undercooked), and charged $45 more than we should have been on our bill.",[],0.4401658
all pretty good.,[],0.16422638
"you can also special order any kind of dumpling,etc.",[],0.3135519
you guys rock.,[],0.22485524
i was pretty much full after our fondue appetizer.,[],0.44691053
be careful before you request extra spice.,[],0.4474579
i started out with a bombay beer which was big enough for two.,[],0.371406
tends to turn people away.,[],0.2684151
we thought this a prelude to what the evening will be like.,[],0.33075646
"i was turned on to this restaurant by a fellow foodie friend of mine, and have been going back regularly ever since.",[],0.61743677
it's delicious!,[],0.476807
"if you live outside the neighborhood, don't bother!",[],0.26139712
"meat dishes now adorn the selections, although there's still a large number of vegetarian-friendly choices.",[],0.47231033
i never had anything i didn't like here.,[],0.3888279
it won't break the bank but i also wouldnt come back for the food.,[],0.42693806
so rushing us out was absolutely unnecessary!,[],0.19486487
