text,labs
the rest of the menu is limited by everything is good eats.,"[('eats', None)]"
"for myself and family we would only go here to celebrate an occassion, i do prefer smaller, quiter restaurants.","[('restaurants', None)]"
this restaurant was way overhyped.,[]
"admittedly some nights inside the restaurant were rather warm, but the open kitchen is part of the charm.","[('kitchen', None)]"
i have eaten at many pizza places around nyc and this is hands down the worst.,"[('nyc', None), ('pizza places', None)]"
it's a much more grown up restaurant compared to the rest of the street.,[]
i just wonder how you can have such a delicious meal for such little money.,"[('meal', None), ('money', None)]"
"all of it was simply amazing, unique and tasty and best of all it didn't break the bank.",[]
made my dining experience uncomfortable.,"[('dining experience', None)]"
i have lived in japan for 7 years and the taste of the food and the feel of the restaurant is like being back in japan.,[]
"the production is a symphony, alot of fun to experience.the food sublime for the most part.","[('experience.the food', None), ('part', None)]"
"only complaint would be that at an average cost of $12-$15 per meal, i'd like not to have to worry about finding a seat!","[('cost', None)]"
i went there in late afternoon for some bite size food and refleshment with my date.,"[('afternoon', None)]"
"i tend to judge a sushi restaurant by its sea urchin, which was heavenly at sushi rose.","[('sea urchin', None)]"
"no food snobs allowed, this place is for people who appreciate good food.",[]
simple comfort food and what hot and lage portions.,"[('food', None), ('lage portions', None)]"
i consider the best grand sichuan restaurant in nyc.,"[('restaurant', None), ('nyc', None)]"
"in terms of the food itself -- nothing special, we limited ourselves to several appetizers.","[('nothing', None), ('appetizers', None)]"
"we have tried every thai restaurant between atlantic avenue and 4th streets, and joya is the best.","[('restaurant', None), ('avenue', None), ('streets', None)]"
i had been searching really hard for a restaurant in new york where i could really feel unwanted and ignored and i finally found it!,"[('york', None)]"
i have tried literally every restaurant on curry row.,[]
"place should also have a 1,2,3 chili rating to be more authentic...","[('place', None)]"
i recommend the meatballs and caprese salad and the beans on toast were a wonderful start to the meal!,"[('start', None)]"
"they sell special sushi, everything have a topping, sauce and etc.","[('sushi', None)]"
for sure i will keep coming back because i feel really this restaurant deserves.,[]
"we liked it so much, that we will always make it a point to dine here when we visit new york.","[('york', None)]"
"i went at 6:00 pm specifically for the pre-theater menu ($19.95 for roasted tomato soup with chevre, steak frites, creme brulee) and it was marvelous.","[('chevre', None), ('menu', None), ('tomato soup', None)]"
i do not recommend lunch specials just because it tasts the same with other regular chinese restaurant.,"[('restaurant', None), ('lunch specials', None)]"
the wine and cheese plate are plentiful and can't wait to try the fondue or table grilling.,[]
"if you are the type of person who likes being scared and entertained, this is a great place to go and eat.","[('place', None)]"
"this is the best secret place in midtown', i heard that from the bartender, after having brilliant food ( try steak with portobello mushrooms) and drinks on the bar last tuesday.","[('drinks', None), ('steak', None), ('place', None), ('food', None), ('midtown', None), ('portobello mushrooms', None), ('tuesday', None)]"
"it's constantly open, catering to the pakistani cabbies lined up on crosby st., so there's more turnover with the food than you'd expect (i.e., surprisingly fresh).","[('cabbies', None)]"
"if you were there when it first opened, give this restaurant a second chance.","[('chance', None)]"
"everything is delicious, though, my gf and i come here once a week sometimes- you will get addicted!","[('gf', None), ('everything', None)]"
the lobster sandwich is good and the spaghetti with scallops and shrimp is great.,"[('scallops', None), ('shrimp', None)]"
"i am not a vegetarian but, almost all the dishes were great.",[]
"orsay, is without a doubt one of the best values for authentic french food in nyc.","[('values', None), ('nyc', None), ('food', None)]"
"we try frequenting new restaurants all over the city, but any time that we visit a restaurant other than roth's we are always disappointed.","[('restaurants', None)]"
"ok, for all of us growing up in the village of nyc, we have spoiled by a plethora of restaurants, most of which stay open very late.",[]
"i have eaten here a handful of times, for no reason besides sheer convenience.",[]
"also, top the meal with a delicious and perfect slice of tiramisu.","[('slice', None)]"
"i would recommend roxy's for that, but not for their food.","[('roxy', None), ('food', None)]"
"only wine and beer are served, but the house varities are actually quite good.",[]
"the only concern i have is with the slighly all-business waitstaff who order and throw the food down, rushing you out.",[]
"the ambiance is minimal the food is not phenomenal, but some dishes are quite good, such as the eggplant parmesan, veal in carozza chicken saltimbocca.",[]
the grilled cheese at home afterwards was better.!!,"[('cheese', None)]"
we were fast to order the appetizer platter since we were very hungry.,[]
"the tables are crammed way too close, the menu is typical of any italian restaurant, and the wine list is simply overpriced.","[('restaurant', None)]"
"this is such a lovely, peaceful place to eat outside.","[('place', None)]"
this is the pinnacle of indian fast food (all fast foods in my opinion).,"[('foods', None), ('opinion', None)]"
there was a great deal for 6 blue point oysters and a beer or glass of wine for $8!,"[('point oysters', None), ('deal', None), ('glass', None)]"
"when going out for a nice dinner, i like a nice ambiance as well as very good food.","[('ambiance', None), ('dinner', None), ('food', None)]"
"while this isn't classical restaurant fare, the chef has given new life to an old cuisine with some really innovative and tasty dishes that are genuinely indian without being heavy or same old restaurant burn-outs.","[('life', None), ('cuisine', None), ('outs', None), ('dishes', None)]"
"skip this restaurant, it's a big disappointment.",[]
it seems like this is a place the locals like and the people working here liked it too.,[]
it's one of our favorite places to eat in ny.,"[('ny', None), ('places', None)]"
i have to say that if this what makes it easier to get a saet a lunch- i dont mind.,[]
for an untrendy rip-off- eat here.,[]
"i've been to sapphire twice and both times the food was fine, if not good.",[]
and they have these home made potato chips at the bar that are the most delicious things in the world!,"[('things', None)]"
"i have reservations about the all you can eat deal, however -- the choices are fairly limited and you can probably order more food than you can eat for less than $18 by just going off the menu.","[('reservations', None), ('deal', None), ('food', None)]"
definitely not a restaurant to skip!,[]
the restaurant is a bit noisy but that is something that can be overlooked once you sit down and enjoy a great meal,"[('meal', None)]"
a cool place to hang with your friends for a couple of healthy drinks and desserts.,"[('desserts', None), ('drinks', None), ('friends', None), ('place', None)]"
we always have a delicious meal and always leave feeling satisfied.,"[('meal', None)]"
i have enjoyed everything i have ever gotten and the fish is so fresh and always prepared in a great way.,"[('way', None)]"
there is also very limited seating and there can be a substantial wait in getting food at peak times.,"[('seating', None), ('wait', None)]"
after dealing with subpar pizza all over the kensington neighborhood - i've found little toninos.,"[('pizza', None)]"
"thalia is a beautiful restaurant with beautiful people serving you, but the food doesn't quite match up.","[('restaurant', None), ('thalia', None), ('people', None)]"
i came to this restaurant expecting to be surprised but left bored and overcharged.,[]
i really liked this place.,[]
the wine list is extensive and can easily hike up an otherwise reasonably priced meal.,[]
instead of wasting your time here: support restaurants that care about food.,[]
"nice ambiance, nice little bar, good bartender, francois, and good service.","[('ambiance', None), ('service', None), ('bartender', None)]"
"when i visited my friend who lives in the upper eastside, she recommended that we go to this restaurant.","[('eastside', None)]"
"we parked on the block of nina's the place looked nice, with people obviously enjoying their pizzas.","[('people', None)]"
it's the only place you can get yummy authentic japanese comfort food.,"[('food', None), ('place', None)]"
"my wife and i also enjoyed the spinach, the shanghai low mein, and other attractions.","[('mein', None), ('attractions', None), ('wife', None)]"
they were such a rip-off ($8.95 for four small meat patties in steamed buns) and not worth trying.,"[('meat patties', None), ('buns', None)]"
one thing i liked about this place is that i never felt rushed or pressured to give up my table ot incoming guests.,"[('table', None), ('guests', None)]"
i would highly recommend this place!,[]
"next time, we wouldn't dare ordering anything else other than some simple asian appetizers and drinks.","[('time', None), ('anything', None), ('drinks', None), ('appetizers', None)]"
the staff was too busy ordering sushi for dinner and then laying it out to eat on the bar to even bring me my check.,"[('sushi', None), ('check', None)]"
"each bite of food at kai was indeed delicious, fresh, and elegant.","[('kai', None), ('food', None)]"
"a cheap eat for nyc, but not for dosa.","[('nyc', None)]"
"the real kicker of the menu, however, is the beef cubes or the chicken with chili and lemon grass.","[('kicker', None)]"
"best italian food i ever had (and being italian, that means alot).","[('food', None)]"
the food is authentic italian - delicious!,[]
"so if you want a nice, enjoyable meal at montparnasse, go early for the pre-theater prix-fixe.","[('meal', None), ('montparnasse', None), ('fixe', None)]"
"i've eaten at pizza gruppo a few times, but more often i order delivery.","[('times', None)]"
"better than the bagel shop on the corner, but not worth going out of your way for, in my opinion.",[]
after passing by this restaurant for sometime i finally decided to go in and have dinner.,[]
i have eaten a lot of pizza here.,[]
"looking around, i saw a room full of new yorkers enjoying a real meal in a real restaurant, not a clubhouse of the fabulous trying to be seen.","[('meal', None), ('restaurant', None), ('yorkers', None)]"
"we've only eaten in the restaurant once, but we have ordered many times for dinner.","[('times', None)]"
"i love when restaurants think using fancy expensive ingrediants makes the food fine cuisine, even with no idea how to use them.","[('cuisine', None), ('ingrediants', None)]"
"pizza is terrific, as is homemade pasta.","[('pizza', None), ('pasta', None)]"
"we didn't even see a menu, as our waiter described both the specials and the main dishes.","[('dishes', None)]"
we generally like good restaurants and eat out often but kai was way to expensive for what we got.,"[('restaurants', None)]"
we had pam's special fried fish and it was amazing.,"[('fish', None)]"
and its absolutely delicious.,[]
a word to the wise - the hoboken health inspector clued me to his findings that this is the cleanest restaurant in town.,[]
"our favorite meal is a pesto pizza, the house salad, and a good bottle of wine.","[('meal', None), ('wine', None), ('bottle', None)]"
"the first time i went, and was completely taken by the live jazz band and atmosphere, i ordered the lobster cobb salad.","[('time', None), ('atmosphere', None), ('jazz band', None)]"
happy to be a regular at this place and would warmly recommend it to anyone.,"[('anyone', None)]"
another plus is most of the entrees are approx.,[]
"my wife and i have been going to nyc for years and wouldn't miss roxy,s food is expensive but it's new york!","[('wife', None), ('food', None)]"
"also, the sandwiches (nearing $7) didn't come with anything like chips or a side.","[('anything', None)]"
"i come from a family of pizzeria owners, and i'm almost ashamed to say that the pizza in fornino's blows my families receipies away.","[('families', None)]"
right off the l in brooklyn this is a nice cozy place with good pizza.,"[('pizza', None), ('brooklyn', None), ('place', None)]"
"great spot, whether looking for a couple of drinks or quiet dinner.","[('dinner', None), ('spot', None)]"
i've been to naples 45 for dinner twice.,[]
the food there are sastifying.,[]
always fresh and delicious.,[]
brick oven gallery is my pick for best pizza restaurant anywhere.,"[('pizza restaurant', None), ('brick oven gallery', None)]"
"if you love seafood, you would love this place!","[('seafood', None)]"
"the bruscetta is a bit soggy, but the salads were fresh, included a nice mix of greens (not iceberg) all dishes are served piping hot from the kitchen.","[('mix', None)]"
"the wine is always good, the tapas are always yummy, especially with the warm pita bread.","[('pita bread', None)]"
my wife had the fried shrimp which are huge and loved it.,[]
"based on the reviews on here, it appears that the restaurant is overwhelmed after the 7 pm.","[('pm', None)]"
this quaint and romantic trattoria is at the top of my manhattan restaurant list.,"[('trattoria', None)]"
this place is a great bargain.,[]
"restaurant snobs need not bother, this is a small, neighborhood kind of place.","[('neighborhood kind', None), ('restaurant snobs', None), ('place', None)]"
"for many people, this may not seem like aunthentic thai food because most places in nyc arent quite authentic.","[('places', None), ('nyc arent', None), ('food', None), ('people', None)]"
we had a great tiem watching the shows and characters and ar food was just what we were looking for.,"[('food', None), ('tiem', None)]"
my friend got the mushroom pizza which tasted better.,[]
"other guests enjoyed pizza, santa fe chopped salad and fish and chips.","[('guests', None)]"
i've eaten at many different indian restaurants.,"[('restaurants', None)]"
a thai restaurant out of rice during dinner?,"[('restaurant', None), ('dinner', None), ('rice', None)]"
my wife and i ate here earlier this week and have not stopped ranting and raving about the food.,"[('wife', None)]"
"anybody who likes this place must be from a different planet, where greasy, dry and tasteless are complimentary.",[]
stumbled upon this gem of a pizza place and i will be going back frequently.,[]
"when my husband and go there, we spend $60.00 (have lobster tails ummmmm need i say more) i can't say any more, it a place you'll never forget if you never go, you'll miss a meal of your life time","[('lobster tails', None)]"
"they might be all business at the counter when you give your order, but their food says i love you.",[]
my mouth starts to water merely thinking about the delight that is this restaurant.,[]
all the desserts the group tried got favorable reviews.,"[('reviews', None)]"
"have eaten at ginger house several times, and it's always good.","[('times', None)]"
"the seating was if they were trying to get the maximum amount of people into the restaurant, so be nice to your neighbor when you dine here.","[('neighbor', None), ('amount', None)]"
"this was the perfect quiet, relaxing, and delicious accompaniment to our afternoon of theater.","[('accompaniment', None), ('afternoon', None)]"
