text,labs
"three courses - choices include excellent mussels, puff pastry goat cheese and salad with a delicious dressing, and a hanger steak au poivre that is out of this world.",[]
it's a perfect place to have a amanzing indian food.,[]
at the end you're left with a mild broth with noodles that you can slurp out of a cup.,[]
i just wonder how you can have such a delicious meal for such little money.,[]
they wouldnt even let me finish my glass of wine before offering another.,[]
"whem asked, we had to ask more detailed questions so that we knew what the specials were.",[]
this is a consistently great place to dine for lunch or dinner.,[]
all the people that i bring there go back on their own and bring their friends!,[]
not what i wanted to hear.,[]
try the lasagnette appetizer.,[]
"i've been there a few times, and i usually end up sitting next to some pretty odd people.",[]
go here for a romantic dinner but not for an all out wow dining experience.,[]
can't wait to go back.,[]
i grew up eating dosa and have yet to find a place in ny to satisfy my taste buds.,[]
"if you are a carnivore, come hungry and you will leave more satisfied than you have ever been.",[]
one thing i liked about this place is that i never felt rushed or pressured to give up my table ot incoming guests.,[]
this place is a great bargain.,[]
we happened upon this place purely by accident and were pleased with the results.,[]
deff recimmend bukhara they also have opened two new locations guess ill try them out.,[]
we always have a delicious meal and always leave feeling satisfied.,[]
"dip the ingredients in with your chopsticks, swirl them around, and eat.",[]
first went here to enjoy their garden terrace.,[]
"my husbands was perfect, my was well done and dry.",[]
"everyone i have spoken too there is super friendly, helpful, and willing to the extra mile for a customer.",[]
sapphire is the only indian restaurant i go to when i'm in nyc.,[]
i heartily recommend.,[]
all my co-workers were amazed at how small the dish was.,[]
"we ordered the special, grilled branzino, that was so infused with bone, it was difficult to eat.",[]
"this place, which is only a few months old, is perhaps queens' biggest secret!",[]
this place is so much fun.,[]
i was glad i did.,[]
right off the l in brooklyn this is a nice cozy place with good pizza.,[]
i've never been treated so rudely.,[]
i'll be back soon.,[]
went inside and i started to get excited.,[]
i also ordered for delivery and the restaurant forgot half the order.,[]
our server checked on us maybe twice during the entire meal.,[]
"however, it is jus too good to not praise it.",[]
the strong scents coming from the left and right of me negatively affected my taste buds.,[]
it's somewhere you can eat and be happy.,[]
"if you wrote a bad review, it's because you don't understand what rao's is all about.",[]
"had we been stalling i could understand where they were coming from, but we had been there less than an hour and they hadn't even brought us a check yet!",[]
but overall i give it a 10,[]
"i have tried to make reservations, but both times, the hostess didn't have my name.",[]
i also recommend the rice dishes or the different varieties of congee (rice porridge).,[]
"an oasis of refinement: food, though somewhat uneven, often reaches the pinnacles of new american fine cuisine - chef's passion (and kitchen's precise execution) is most evident in the fish dishes and soups.",[]
i love indian food and consider myself to be quite an expert on it.,[]
some baby pizzas get their wish.,[]
it was tiny and i felt like i was eating in someone's living room.,[]
i was there on sat.,[]
overall a oh ya even though there is waiting it is deff worth it,[]
the last time i went we were seated at a table in a corridor next to the kitchen.,[]
"nice restaurant overall, with classic upscale italian decor.",[]
what more can you ask for?,[]
wondering who had the best deals we noticed a line had formed to wait for this one particular establishment.,[]
they have authentic indian at amazin prices.,[]
you are treated just like royality.,[]
"there's nice and quiet, small but enough for 6 (or more).",[]
ambiance- relaxed and stylish.,[]
"yes, they use fancy ingredients, but even fancy ingredients don't make for good pizza unless someone knows how to get the crust right.",[]
"looking from the outside in, one would hesitate to enter this hole in the wall (really, that's what it is).",[]
i look forward to eating here again,[]
i know because i live nearby.,[]
my entire family was horrified.,[]
on a monthly basis my friends and i get together and have a girls night out.,[]
"for great chinese food nearby, you have wu liang ye and grand sichuan just a block away.",[]
"this place is really trendi but they have forgotten about the most important part of a restaurant, the food.",[]
hats off to the chef.,[]
this should have been done in a back room - away from customers.,[]
glad you have the luxury to throw out paying customers.,[]
check it out,[]
don't go.,[]
but they do.,[]
look i dont know if the people who wrote the reviews have ever been to a decent place (please try someother places).,[]
"our favorite meal is a pesto pizza, the house salad, and a good bottle of wine.",[]
"ambiance and music funky, which i enjoy.",[]
i went there in late afternoon for some bite size food and refleshment with my date.,[]
"it's a really great deal, considering we got full off of four dollars.",[]
went with mommy (the only person who could afford taking me here).,[]
my friends and i were on vacation in ny and was referred to chance by a friend.,[]
"i am completely hooked on this place, it is ridiculous.",[]
we will return many times for this oasis in mid-town.,[]
enjoy!,[]
we weren't!,[]
this is one of my favorite restaurants and it is not to be missed.,[]
(la rosa is connected by a swinging door to the mexican restaurant pacifico).,[]
the other night we had the $30 three course meal and everything was delicious - if i could of licked the plate clean i would of.,[]
please be aware that it's cash or amex only!,[]
it's a rather cramped and busy restaurant and it closes early.,[]
i had very high expectations for this place and made a reservation a couple of months in advance for a special occasion.,[]
they were served warm and had a soft fluffy interior.,[]
what came to our table was burned beyond recognition and stringy.,[]
"so i've never actually been to m proper, but i've had it delivered a few times.",[]
the hostess is rude to the point of being offensive.,[]
"a narrow corridor leads to a tiny space where there are three tiny white tiled counters, a great deal of mess (stacks of bottles, cans) and a small counter holding 12-14 entrees.",[]
succulent steaks cooked precisely to your desired 'doneness' accompanied by salads and sides that don't look like leafy road kill.,[]
nice family owned traditional restaurant.,[]
this dish is my favorite and i always get it when i go there and never get tired of it.,[]
we were very pleasantly surprised.,[]
i will never visit this restaurant again.,[]
the waitress suggested glasses of wine that went very well with the food.,[]
"(or sister, in my case!).",[]
i've eaten at many different indian restaurants.,[]
"they might be all business at the counter when you give your order, but their food says i love you.",[]
try their plain pizza with fresh garlic or eggplant.,[]
don't go there!,[]
"ok, so the servers wander around a little clueless, but there's more than enough servers for the crowd they get -- it's fine, you just have to make a small effort to get their attention.",[]
good luck getting a table.,[]
"we picked it randomly, without a recommendation from someone who has been there, so we weren't sure what to expect.",[]
don't look down your nose at me like that...,[]
just don't do it.,[]
"the takeout menu says to keep an eye out for an expanded menu offering more italian dishes, i can't wait!",[]
"trust me, it will be great, and all of it will be devoured in no time.",[]
my girlfiends and i ate at o.g. again last night.,[]
i wish they had one near my office- i would go everyday.,[]
finally!,[]
regardless of whether there are two people or two hundred people ahead of you the hostess will take your name and tell you five minutes.,[]
you will not be disapointed at all.,[]
they didn't give us the dinner special until we asked for it.,[]
"word of advice, save room for pasta dishes and never leave until you've had the tiramisu.",[]
open late (well as late as i ever got there and i'm a night person),[]
"the most annoying thing, though, is the fact that the servers seem to be trained to drive revenue.",[]
"get your food to go, find a bench, and kick back with a plate of dumplings.",[]
"everything we had was pretty good, but we have only been there once.",[]
something about them being busy with holiday party's.,[]
the sake menu should not be overlooked!,[]
i would highly recommend.,[]
this place is great.,[]
the drinks are amazing and half off till 8pm.,[]
"with so many poor experiences to be had in the theater district, is truly an excellent find!",[]
"went there last night for 2 year anniversery, and wasn't all that impressed.",[]
it was rather pathetic that it took them over an hour to seat us.,[]
at first i was slightly skeptical because it was a sushi restaurant in the middle of nyc.,[]
we visit at least once a month.,[]
"also, the place is popular with families, so if you're bothered by children running loose like wild animals, come later at night to avoid them.",[]
i'll keep this short.,[]
"however, it's not worth a special trip.",[]
and it was quick which is very important.,[]
this is a nice restaurant if you are looking for a good place to host an intimate dinner meeting with business associates.,[]
"but, nothing stands out about the cooking.",[]
joya used to be a cool spot with decent food and a colorful - if not relaxed - atmosphere.,[]
i've been here 3 times for lunch and it is one of my favorites in the city.,[]
"i had their eggs benedict for brunch, which were the worst in my entire life, i tried removing the hollondaise sauce completely that was how failed it was.",[]
always busy but fast moving.,[]
too bad the food wasn't of the same heritage.,[]
"the food was really good, i had the onion soup and it was one of the best ever.",[]
i'm not picky - but it was actually gross.,[]
"overall, a solid restaurant and at less than $40pp (including wine), a solid deal as well.",[]
"since it literally is a complete hole in the wall, it's a bit intimidating at first, but you get over that very quickly as soon as the friendly staff welcomes you - don't hesitate to ask for help with what to get.",[]
"based on the reviews for dinner, this is a place i would reconsider revisiting for that, but definitely not for dim sum again.",[]
my girlfriend convinced me to go in the other night for a quick bite.,[]
despite the untasteful previous review...,[]
"don't judge this place prima facie, you have to try it to believe it, a home away from home for the literate heart.",[]
"sure, everyone's got their favorite, but to know sal, is to know new york.",[]
i think that it is absolutely brilliant and well runned business operation.,[]
also they were $15 each!,[]
"my friends spoke so much about it for months, i finally made the time to come down ear and dine in.",[]
i recommend getting a reservation even though we saw people seated without one.,[]
this is as good as neighborhood restaurants come.,[]
"if you want some roast duck, pork or chicken on rice with ginger, try them out!",[]
"you order from a menu, so you leave feeling like you missed the full experience.",[]
we will go back every time we are in the city.,[]
we love th pink pony.,[]
so eat fast and order a lot.,[]
i have to agree with the previous reviewer.,[]
"if you were there when it first opened, give this restaurant a second chance.",[]
i went to del frisco's friday night with my boyfriend for an 8:00 reservation.,[]
yourself a favor and have dinner here and see if you dont agree with me.,[]
definitely a great spot for a nice occasion or date.,[]
you can't go wrong with this place.,[]
"we have never had any problems with charging the meal or the tip, and the food was delivered quickly, but we live only a few minutes walk from them.",[]
authentic bistro!,[]
"they are tasty, but i suggest only eating one with meat because they tend not to mesh that well with the average american digestive system.",[]
"it's true, this place is not cheap.",[]
one of the earlier people commenting on the restaurant did not get the that some experimenting is going on with the menu in a positive way.,[]
it's convenient.,[]
thanks bloom's for a lovely trip.,[]
"oh right, i should probably say something nice.",[]
"odd for ave b, not just odd, the place attracts an eclectic crowd to say the least.",[]
instead of wasting your time here: support restaurants that care about food.,[]
this is can became on e of the ny italian food fare institutions.,[]
"the man that was hosting promised to save a table for our party of 7, then sat a party of 2 at the very table he was saving (mean while there were boths open all around).",[]
as we were sitting eating the subpar food the manager proceeded to berate a couple of his employees for putting out the wrong containers for condiments and explained to them how expensive these containers were.,[]
perhaps.,[]
go here.,[]
if you are in the area try the bagel shoppe on 74th street which is 3 blocks away on 2nd ave.,[]
"especially liked chicken tikka and the naan, and the dals.",[]
"my wife and i always enjoy the young, not always well trained but nevertheless friendly, staff, all of whom have a story.",[]
what a great place.,[]
"by the time we were done, it was past 1:00am.",[]
"read all the other review, they'll confirm it.",[]
even after they overcharged me the last time i was there.,[]
"he not only makes his own homemade mozzarella, but every pie is ultra fresh.",[]
"great idea and base for restaurant, but work on the details, people who think this was good need to go back to the shore towns and rethink what it should have tasted like.",[]
"when you're sitting in their main dining room (which has a spectacular, hand-painted high ceiling) you'd never know there was a world outside.",[]
i have been twice to this restaurant.,[]
also make sure you pay attention to the music being piped in - quite a weird selection.,[]
you could get a much better dining experience for the same amount of money in a lot of other french bistros.,[]
surprisingly nothing could be further from the truth.,[]
it's better than being on the roof of sutton place with 19 year old interns jabbing you in the ribs all night.,[]
its a great place for a casual date or to entertain clients for lunch.,[]
all we received was an apology as we left to see our show without dinner.,[]
the table next to us asked if he crushed the grapes himself when their long overdue bottle of wine finally arrived.,[]
"we could not catch our waiter's eye, and he ignored us.",[]
fantastic place.,[]
definitely not a restaurant to skip!,[]
they refuse to seat parties of 3 or more on weekends.,[]
usually 3 vs. 4 items per dish.,[]
"while certain staples are excellent (the burger, some of the pastas), the food is not really the point.",[]
"the place is larger than most and features adequate seating unlike most joints, and has a bar which deserves a mention.",[]
what a ripoff!,[]
threw my fiance's surprise 30th birthday dinner here couldn't be happier.,[]
you can do it here.,[]
"may, the owner always has a smile on her and will warmly greet you.",[]
i've lived in ny for 5 years and this place has it all.,[]
i just read mocaramel's review and felt compelled to respond.,[]
the sides were ok and incredibly salty.,[]
it hits the spot every time,[]
"for some reason, all the seafood on the menu was unavailable except for the salmon.",[]
"not a large place, but it's cute and cozy.",[]
don't be fooled by crowds of people.,[]
and there's no way out.,[]
"please if your thinking about it go, and stay the wait you won't be disappointed.",[]
"when going out for a nice dinner, i like a nice ambiance as well as very good food.",[]
"for all you lazy folks that don't want to come to alphabet city, i say, good - stay out.",[]
"this is my fourth try over a two year period, and i'm done.",[]
probably would not go again...,[]
after passing by this restaurant for sometime i finally decided to go in and have dinner.,[]
we go on mondays for the prix fixe and our experience with the food has been comparable to blue ribbon.,[]
for the next hour and a half we stood in the crowded lobby area of this touristy restaurant listening to all types of explanations of why we were not being seated.,[]
the pizza is delicious and the proprietor is one of the nicest in nyc.,[]
"also good for client lunch meetings, esp.",[]
it was horrible.,[]
the desserts are more appealing then stuffy overpriced french restaurants.,[]
"i found the food to be outstanding, particulary the salmon dish i had.",[]
"the new york times has reviewed this place three times already, you know it's going to be good.",[]
i have been to spice three times- twice during lunch and once at dinner.,[]
i came to this restaurant expecting to be surprised but left bored and overcharged.,[]
"a cheap eat for nyc, but not for dosa.",[]
the atmosphere is noisy and the waiters are literally walking around doing things as fast as they can.,[]
"the seafood is amazing, there's a good wine list, and the ever-changing menu always offers some great surprises.",[]
i don't usually order wine with indian so i can't comment on their wine list or their wines.,[]
"($200 for 2 glasses of champagne, not too expensive bottle of wine and 2 after dinner drinks).",[]
"really though, where's the seasoning?",[]
"by dinner time, they turn it around and mount a huge comeback!!",[]
"solid wine list, knowledgeable staff, friendly owners and an adventurous, ever-changing menu keep us coming back.",[]
"we didn't even see a menu, as our waiter described both the specials and the main dishes.",[]
"otherwise, good stuff for late nite eats.",[]
"the dinner was ok, nothing i would have again.",[]
it is thick and slightly soggy.,[]
its not the same if you have to sit inside.,[]
"i plan to come here again and look forward to trying their assortment of bruschetta, panini's.....",[]
great people watching as others do the same to you.,[]
maybe it was just an unintentional mistake but i've experienced the same with other restaurants so i don't appreciate such practice.,[]
"two people in our party felt like something else, and volare immediately obliged with two great dishes that were not in their regular menu.",[]
"the waitress remembers me and is very friendly, she knows what my regular is and that's the fried mini buns with the condensed milk and the assorted fruits on beancurd.",[]
i'm going back.,[]
my friends and i have been going here regularly for two years.,[]
me and my girls will definitely go back.,[]
the portions are large and the servers always surprise us with a different starter.,[]
ive passed by the spot tons of times always wanting to go in.,[]
all the food was hot tasty.,[]
have been several times and it never dissapoints.,[]
this is one great place to eat pizza more out but not a good place for take-out pizza.,[]
would recommend this place as a good date spot if you don't want to drop a ton of cash.,[]
while i'm not sure that this happens all the time-this is the kind of treatment that buys repeat business!,[]
this place was not all that!,[]
"first of all, this place is *not* romantic, as claimed by citysearch's editorial review.",[]
"the second you walk through the heavy vault like door, with people anticipating your arrival you get the sense that you are going to have the dining ride of a lifetime.",[]
others have to go to other restaurants and feel sad until they're eaten.,[]
why make a reservation if you aren't going to keep it?,[]
i do not recommend lunch specials just because it tasts the same with other regular chinese restaurant.,[]
highly recommended!!!!!,[]
this is the best thing in soho.,[]
i came here with my boyfriend for our anniversary because it was highly recommended to him by a friend.,[]
"for $760 for 2 people, it's a once in a lifetime experience.",[]
"while the $20 entree range is not overly expensive, in new york city, there is definitely better food in that range, and so sapphire, despite it's lovely atmosphere, will most likely not be a restaurant to which i will return.",[]
i had been searching really hard for a restaurant in new york where i could really feel unwanted and ignored and i finally found it!,[]
it's definately not a place to go if you want to impress someone.,[]
wonderful at holiday time.,[]
the place is a lot of fun.,[]
i ordered the smoked salmon and roe appetizer and it was off flavor.,[]
"as we were leaving, the couple standing by the door said to another waiter, we're not in a hurry.",[]
"the menu was impressive with selections ranging from a burger, to steak, to escargot.",[]
"in fact, two people could really share one plate.",[]
this was a repeat visit and we'll definitely be back again.,[]
during happy hour!,[]
good for casual dinner with jeans and sneakers.,[]
"go, go, hurry, before everyone finds out about it.",[]
i am bringing my whole family back next time.,[]
it took them 25 minutes to bring our appetizer.,[]
a guaranteeed delight!,[]
i have been coming to this neighborhood spot for years.,[]
overall i would recommend it and go back again.,[]
"anyway, this is the last time i cross the williamsburg.",[]
metrazur has a beautiful spot overlooking the main terminal.,[]
friendly staff that actually lets you enjoy your meal and the company you're with.,[]
the restaurant is rather small but we were lucky to get a table quickly.,[]
"besides, we were on vacation!",[]
i love this cozy around the way rest.,[]
save yourself the time and trouble and skip this one!,[]
this is my favorite italian restaurant in all of new york city.,[]
"the place is a little tight and on a cold day, the seating by the entranceway can be pretty drafty.",[]
raga stands out with an interesting fusion of french and indian cooking.,[]
"oh yes, and they lie on the phone, claiming they have seating in the garden, then of course the seats are not available.",[]
the food options rule.,[]
a great choice at any cost and a great deal.,[]
"anybody who likes this place must be from a different planet, where greasy, dry and tasteless are complimentary.",[]
"we ate here in march, 2006 and ordered the pre-theatre 3-course dinner with wine flight.",[]
definately check it out!!!,[]
"probably much busier for lunch, it's seldom crowded for dinner (too close to downtown).",[]
it takes forever to get a drink and they almost always forget to bring something (although they dont forget to charge you for it.,[]
"saturday, nov. 6th i had a group from work come in with about 35 people and the staff was amazing to accomodate us.",[]
"first, the waiter who served us neglected to fill us in on the specials, which i would have chosen had i known about them.",[]
we will be back.,[]
"also, top the meal with a delicious and perfect slice of tiramisu.",[]
it seems like this is a place the locals like and the people working here liked it too.,[]
check out the secret back room.,[]
with the theater 2 blocks away we had a delicious meal in a beautiful room.,[]
we were not dissappointed in the least bit by this little gem.,[]
also very inexpensive.,[]
"we've only eaten in the restaurant once, but we have ordered many times for dinner.",[]
i got enough reasons to keep coming back!!!,[]
"my husband said he could've eaten several more, the portion was fine for me he even exclaimed that the french fries were the best he has had.",[]
you cannot go wrong with this place.,[]
"it is the type of place to run into old friends and have a late, raucus dinner.",[]
"the combination of fresh tomato sauce, fresh mozz cheese, basil and the dough they make with imported flour, makes this is one of the better pizza's in ny.",[]
the food is prepared quickly and efficiently.,[]
and for this i had to shell out a small fortune?,[]
the food looked very appetizing and delicious since it came on a variety of fancy plates.,[]
both the fresh mozzerella slices and the plain cheese slice are phenomenal.,[]
i have tried literally every restaurant on curry row.,[]
"unfortunately, the food was not something to get worked up about.",[]
"it's constantly open, catering to the pakistani cabbies lined up on crosby st., so there's more turnover with the food than you'd expect (i.e., surprisingly fresh).",[]
"i went at 6:00 pm specifically for the pre-theater menu ($19.95 for roasted tomato soup with chevre, steak frites, creme brulee) and it was marvelous.",[]
go inside and you won't want to leave.,[]
i loving bringing friends here - and i do so every chance i get.,[]
"the large selection of bruschettas, paninis, tramezzinis keep the palate from stagnating.",[]
"while this isn't classical restaurant fare, the chef has given new life to an old cuisine with some really innovative and tasty dishes that are genuinely indian without being heavy or same old restaurant burn-outs.",[]
the owner truly caters to all your needs.,[]
he takes real pride in his food and his business.,[]
my boyfriend and i went there to celebrate my birthday the other night and all i can say is that it was magnificent.,[]
i would go back tho.,[]
"the photobook menu was a cute touch, certainly helped my group and i pick the fried chicken, pork chop, and noodle dishes that we all ordered.",[]
too large for just two people but nothing was left.,[]
a pleasant surprise.,[]
i asked for an open faced cheese sandwich and the manager basically told me to take my business elsewhere!,[]
we got most of it back at home with us.,[]
"if this happens, just ask for real naan.",[]
"so, if yo really don't care who is sittingnext to you, which is about 2 inches away, i would say try it.",[]
definitely a neighborhood favorite.,[]
my first encounter happened one friday evening with a friend.,[]
example is the soup which was about 6 oz for $12 dollars and the mushrooms where $12 for about 1oz.,[]
there are other people waiting!,[]
ou must try this restaurant.,[]
"we left, never to return.",[]
"this place started off a little iffy, but is now one of my favorite indian restaurants in nyc (and i'm indian, so i should know).",[]
i went to this restaurant with a woman that i met recently.,[]
this is where the aforementioned line was.,[]
"aside from the bearded, courdoroy blazer professor type with the nyu student he's sleeping with that week, you see a strange mix of hipsters, frat boys, will smith types who need to be told they are black, bitter cougars who cant understand why they arent married yet....",[]
we always go there on the weekends and leave extremely full and satisfied.,[]
i dont how this place is still running.,[]
we were in search of food and stumbled on this block of indian restaurants on east sixth street.,[]
"well worth the trip, close to city hall and downtown subway stops.",[]
what more could you want?,[]
"if you are the type of person who likes being scared and entertained, this is a great place to go and eat.",[]
"all in all, i don't see how you can go wrong.",[]
"my husband had the mesclun, salmon, and ice cream and he enjoyed all 3 courses.",[]
we were told that the wait was about twenty minutes and there would be no problem for our 8:00 pm curtain call.,[]
i'm told that it is open 24hrs which is good.,[]
what a great place!,[]
"still, any quibbles about the bill were off-set by the pour-your-own measures of liquers which were courtesey of the house...",[]
"food was very good as well, considering that we tried the budget selection (though i wish the pork belly that i ordered was roasted a bit longer, so that fat was more of a melt-in-your-mouth experience).",[]
"although, one night we went it was super cheesy, and another night it was less cheesy.",[]
"even though it is a little loud, you don't have to yell at each other to talk.",[]
"i've been to sapphire twice and both times the food was fine, if not good.",[]
was surprisingly disappointed.,[]
i'm amazed we haven't been kicked out of this place yet.,[]
"i haven't eat a lamb chop as delicious as that,the salads are really nice dressed with lemon and extra virgnin olive oil.",[]
"the pastrami sandwich was like buttah and with pickles and an icy cold beer to wash it down, it was a pleasurable experience.",[]
the plain pizza was soggy and the creative wild mushroom(third generation-fornini) pizza we had was drenched with truffle oil in the middle( again making it soggy) and nothingon the rest.,[]
it's a great place to pick up a cheap lunch or dinner.,[]
"behind this counter, two men are squeezed in.",[]
"if only they delivered, they'd make a mint!",[]
went there with my wife and we had to wait for a table even though you could see there many that were empty with not reservation sigh on them.,[]
"despite a slightly limited menu, everything prepared is done to perfection, ultra fresh and a work of food art.",[]
the outdoor atmosphere of sitting on the sidewalk watching the world go by 50 feet away on 6th avenue on a cool evening was wonderful.,[]
"in any event, this is a place i'll be sure to stop by again when i'm in this part of town.",[]
i definitely wouldn't go back.,[]
it is not worth for that bucks.,[]
"growing up in ny, i have eaten my share of bagels.",[]
a hearty two thumbs up!,[]
"all the appetizers and salads were fabulous, the steak was mouth watering and the pasta was delicious!!!",[]
"besides having the table we had been promised given to other restaurant patrons twice before we were actually seated, we were served dishes we hadn't ordered three times, received one of our orders 20 minutes after the rest of the table had been served (and that order was undercooked), and charged $45 more than we should have been on our bill.",[]
all pretty good.,[]
"you can also special order any kind of dumpling,etc.",[]
you guys rock.,[]
i was pretty much full after our fondue appetizer.,[]
be careful before you request extra spice.,[]
i started out with a bombay beer which was big enough for two.,[]
tends to turn people away.,[]
we thought this a prelude to what the evening will be like.,[]
"i was turned on to this restaurant by a fellow foodie friend of mine, and have been going back regularly ever since.",[]
it's delicious!,[]
"if you live outside the neighborhood, don't bother!",[]
"meat dishes now adorn the selections, although there's still a large number of vegetarian-friendly choices.",[]
i never had anything i didn't like here.,[]
it won't break the bank but i also wouldnt come back for the food.,[]
so rushing us out was absolutely unnecessary!,[]
it is a lot of fun with live entertainment and all kinds of disney type special effects.,[]
"if you're looking for perfect traditional sushi, go here - if you're looking for interesting combinations, try sushi of gari's (east side).",[]
"no refills on fountain drinks, though.",[]
wow over 100 beers to choose from.,[]
my first time there i happened not to like the crab croquette apt that i ordered and they were happy to change it for me without making no big deal.,[]
great for large groups and celebrations - our super happy waiter was the entertainment of the evening.,[]
did i mention the wine?,[]
"plus, on wednesday nights the house wine is unlimited!",[]
now it's so crowded and loud you can't even talk to the person next to you.,[]
even my indian friend couldn't believe how good and tasty everything was.,[]
less = more in their case.,[]
i've been here a couple of times and have not been impressed.,[]
i've been many time and have never been disappointed.,[]
"however, in the summer of 2003, it seems the management has changed and the great big door has been replaced for a glass front ridding itself of the dark romantic getup.",[]
we won't go to this place again for a good meal.,[]
it's a much more grown up restaurant compared to the rest of the street.,[]
we were treated with attitude ever since the moment we stepped into the restaurant!,[]
"after dinner, take your date to the huge dance floor, probably one of the biggest you'll see in ny.",[]
has the chef and owner changed???,[]
i absolutely loved this place.,[]
i wish i lived there as i would eat at this place as often as possible!,[]
"pizza - the only pizza in nyc that should not have additional toppings - the crust tastes like the best, freshly baked bread!",[]
"if you're in town, it's worth searching for another place.",[]
"i found it on a cold night, the perfect spot to warm up.",[]
they even have a section in the menu called american chinese food!,[]
"best italian food i ever had (and being italian, that means alot).",[]
located at the end of a magnificent block.,[]
"this restaurant is not worth the time, effort, or money to say the least.",[]
"looking around, i saw a room full of new yorkers enjoying a real meal in a real restaurant, not a clubhouse of the fabulous trying to be seen.",[]
they don't walk around with the trays of dim sum.,[]
took my sister here before attending a show one evening.,[]
we were planning to get dessert but the waitress basically through the bill at us before we had a chance to order.,[]
really.,[]
our friends have not arrived yet.,[]
never once did i leave feeling unwelcome or impressed.,[]
but the main hit was the whole grilled fish.,[]
"i had the tuna tartare with sake, mushroom ravioli with pinot noir, and the chocolate sampler with a dessert wine for $49.",[]
on a hot day it was fabulous to stop in and enjoy lunch.,[]
i usually go there later at night when i get off work so i don't have to deal with crowds or lines.,[]
"after 2 tries by the waiter to take it away (we hadn't even looked at it yet, we had full beers yet to drink), the manager approached and told us they needed the table for people with reservations.",[]
wouldn't recomend it for dinner!,[]
we both opted for a pasta dish and they were served timely and fresh.,[]
"first the wrong bread came out with the appetizer, then when i tried to order a second glass of wine for my main course...",[]
make reservations but expect to be delayed 15-20 minutes as the hosting staff was having difficulty seating guests who arrived with a reservation because they probably had a lot of walk ins being so close to time square.,[]
they don't seem to place an emphasis on specials or fresh ingredients which to me is necessary for good thai.,[]
your friends will thank you for introducing them to this gem!,[]
also a little more expensive than your average bagel place.,[]
"the food was undercooked-the sauce watery, and the vegetables raw.",[]
and the fried clams had just enough kick to them to make 'em worth eating.,[]
the secret is the lunch menu which offers a complimentary appetizer with every entree ordered.,[]
i absolutely love this place!!!,[]
"when my dessert came, there was a candle in it - not because anyone asked for one - but because the waiter must have seen me opening my birthday card and gift, and said he knew it was a special occassion of some sort.",[]
there are other vietnamese restaurants in the chinatown area and you can forget about those.,[]
no thanks!!!,[]
"there was a long wait for a table outside, but it was a little too hot in the sun anyway so our insde table was very nice.",[]
if you like spicy food get the chicken vindaloo.,[]
i love this place!,[]
i have never been disappointed but their true strength lays in their amazingly delicious and cheap lunch specials.,[]
