text,labs
tuk tuk is one of those comfortable neighborhood joints where you know you will always have a good meal at a fair price.,"[('tuk tuk', None), ('meal', None), ('neighborhood joints', None), ('price', None)]"
"a glass of leaping lizard, a glass of prosecco, and the mussels had everything happy.","[('lizard', None), ('mussels', None), ('prosecco', None)]"
"food was average and creme brulee was awful - the sugar was charred, not caramelized and smelled of kerosene.","[('creme brulee', None), ('food', None)]"
the food always tastes fresh and served promptly.,"[('food', None), ('served promptly', None)]"
the pizza here is delicious.,"[('pizza', None)]"
"pizza and garlic knots are great as well, i order from them quite often and the delivery is always super quick!","[('delivery', None), ('pizza', None), ('garlic knots', None)]"
but who says murray's is anything about service.,"[('service', None)]"
i have never been disappointed in the red eye.,"[('red eye', None)]"
"service could be improved but overall this is a place that understands the importance of little things (the heavy, black, antique-seeming teapot, for one) in the restaurant experience.","[('service', None), ('teapot', None), ('importance', None), ('things', None)]"
"the pizza is delicious - they use fresh mozzarella instead of the cheap, frozen, shredded cheese common to most pizzaria's.","[('pizzaria', None), ('mozzarella', None), ('cheese', None)]"
its an excellent place to relax and the food is one of the best in the city of new york.,"[('place', None), ('food', None), ('city', None), ('york', None)]"
"service is friendly, and never had a problem walking in and getting a table.","[('service', None)]"
the atmosphere was crowded but it was a great bistro-type vibe.,"[('bistro-type vibe', None), ('atmosphere', None)]"
"first off, the waitress was completely unattentive the 2 times we saw her(odd in a restaurant with 6 tables) and got our order wrong.","[('waitress', None), ('restaurant', None)]"
the food was bland oily.,"[('food', None)]"
"what is even better, is that the prices are very affordable as well, and the food is really good.","[('price', None), ('food', None), ('prices', None)]"
the fish is fresh but the variety of fish is nothing out of ordinary.,"[('variety of fish', None)]"
suan has challenged this loyalty.,"[('suan', None)]"
"and kruno, the beverage manager is the best bartender i have yet to come across.","[('bartender', None)]"
"the food, drinks and service are clearly among the best in the city.","[('service', None), ('drinks', None), ('food', None)]"
"i understand the area and folks you need not come here for the romantic, alluring ambiance or the five star service featuring a sommlier and a complicated maze of captain and back waiters - you come for the authentic foods, the tastes, the experiance.","[('ambiance', None), ('service', None), ('waiters', None), ('captain', None), ('maze', None), ('tastes', None), ('foods', None), ('sommlier', None)]"
"last time i went here, the waitress didn't come back after taking our order.","[('waitress', None), ('time', None)]"
try the tandoori salmon!,"[('tandoori salmon', None)]"
"eating in, the atmosphere saves it, but at your desk, it's a very disappointing experience.","[('atmosphere', None), ('experience', None)]"
"granted the space is smaller than most, it is the best service you will find in even the largest of restaurants.","[('space', None), ('service', None)]"
"have recommended the place to friends, always gets good response.","[('response', None)]"
i love the atmorphere @ peep!,"[('peep', None)]"
it could have been handled better.,"[('handled', None)]"
the service was attentive and her suggestions of menu items was right on the mark.,"[('menu items', None), ('service', None), ('suggestions', None), ('mark', None)]"
"even after getting pushed out by the no-class famous ray's, sal has risen again to carry on his father's uncle's legacies with a smile, true love for his community, and let's not forget the outstanding pizza!","[(""ray's"", None), ('community', None), ('pizza', None), ('legacies', None)]"
"the environment is romantic, but the food is horrible, the service is pathetic, and gabriella lies about everything she could.","[('service', None), ('environment', None), ('food', None)]"
"we had crawfish boiled and despite making a mess, it was a ton of fun and quite tasty as well.","[('crawfish', None)]"
i had the pad thai and the noodles were sticky.,"[('pad thai', None), ('noodles', None)]"
"among all of the new 5th avenue restaurants, this offers by far one of the best values for your money.","[('5th avenue', None), ('value', None)]"
"frankly, when you compare what you can have here for lunch, versus mcds or so many other sandwich shops in the city, there is no comparison.","[('mcds', None), ('lunch', None), ('sandwich shops', None)]"
"if you're craving for haru's great food, especially the house roll, but can't stand the wait building outisde, head across the street to their sake bar!","[('haru', None), ('wait building outisde', None), ('food', None), ('craving', None)]"
the food is great.,"[('food', None)]"
"lunch came with pickels and slaw, no extra charge.","[('slaw', None), ('pickels', None), ('charge', None)]"
decent wine at reasonable prices.,"[('wine', None), ('price', None), ('prices', None)]"
all conveniently delivered right to the door.,"[('delivered', None)]"
even the wine by the glass was good.,"[('glass', None), ('wine', None)]"
would have rather tried terrace in the sky or water club for that price,"[('price', None), ('terrace', None)]"
"i also ordered the change mojito, which was out of this world.","[('change mojito', None)]"
okay service.,"[('service', None)]"
the only thing more wonderful than the food (which is exceptional) is the service.,"[('service', None), ('thing', None), ('food', None)]"
"the food was just awful, atrocious actually.","[('food', None)]"
the soup for the udon was soy sauce and water.,"[('udon', None)]"
"the anti-pasta was excellent, especially the calamari, as were the filling pasta mains.","[('calamari', None), ('anti-pasta', None)]"
"we are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.","[('rolls', None), ('sashimi', None), ('crab dumplings', None), ('sushi', None), ('ceviche mix', None), ('banana tempura', None), ('types', None)]"
planet thai is great!,"[('planet thai', None)]"
the service is awful.,"[('service', None)]"
just ignore the trendy wannabes.,"[('trendy wannabes', None)]"
amma has the worst value for money i have experienced in nyc over the past 2 years.,"[('value for money', None)]"
"i am not the most experienced person when it comes to thai food, but my friend who took me there is.","[('thai food', None)]"
i think this would be a pretty good spot if it were not so overpriced and overrated.,"[('price', None)]"
the pizza is good though.,"[('pizza', None)]"
bottles of wine are cheap and good.,"[('bottles of wine', None)]"
walk-ins are risky too.,"[('walk-ins', None)]"
"the have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious, if i must recommend a dish it must be the pumkin tortelini.","[('pumkin tortelini', None), ('beers', None), ('husband', None), ('dish', None), ('food', None), ('guest', None)]"
you must have the crabmeat lasagna which is out of this world and the chocolate bread pudding for dessert.,"[('crabmeat lasagna', None)]"
very good service and very good prices.,"[('service', None), ('prices', None)]"
"the service was impeccable and unobtrusive -- the staff knows what they are there to do -- to know their menu, present your meal, and attend to your needs.","[('service', None), ('meal', None), ('menu', None), ('needs', None)]"
ess-a-bagel (either by sty-town or midtown) is by far the best bagel in ny.,"[('sty-town', None), ('midtown', None)]"
our food was great too!,"[('food', None)]"
"please try the filet mignon, its just the most tender piece ever.","[('filet mignon', None), ('piece', None)]"
"we were still sitting at the bar while we drank the sangria, but facing away from the bar when we turned back around, the $2 was gone the people next to us said the bartender took it.","[('bartender', None)]"
i've been back to nha trang literally a hundred times for the beef cubes - they're that good.,"[('beef cubes', None), ('nha trang', None)]"
this has got to be one of the most overrated restaurants in brooklyn.,"[('brooklyn', None)]"
"the service, wine selection, ambiance are all outstanding and deserve recognition.","[('wine selection', None), ('ambiance', None), ('service', None)]"
"we were seated promptly as we had reservations, however after that the service was slow.","[('service', None)]"
"it's really also the service, is good and the waiters are friendly.","[('waiters', None), ('service', None)]"
suan was a recommendation that i am glad we heeded.,"[('suan', None)]"
"the food was pretty good, but a little flavorless and the portions very small, including dessert.","[('portions', None), ('food', None), ('dessert', None)]"
"it is set far from the small street it's on, and there is no traffic noise.","[('traffic noise', None), ('street', None)]"
i felt as though i were eating in paris.,"[('paris', None)]"
lived in shanghai most of my life and thought the food was comparable to the flagship green bo restaurant there.,"[('shanghai', None), ('bo restaurant', None), ('food', None)]"
"i highly recommend cafe st. bart's for their food, the ambience and wonderful service.","[('service', None), ('food', None), ('ambience', None)]"
nice value.,"[('value', None)]"
gigino's in wagner park is so enjoyable.,"[('wagner park', None)]"
all the nyu students love this place so it makes for a fun young atmosphere.,"[('nyu students', None), ('atmosphere', None)]"
the food here does a great service to the name (cantonese that is...).,"[('service', None), ('food', None)]"
"if that's a problem, go to mcdonald's and destroy your insides.","[(""mcdonald's"", None), ('insides', None)]"
the prix fixe menu is worth every penny and you get more than enough (both in quantity and quality).,"[('quality', None), ('prix fixe menu', None), ('quantity', None), ('penny', None)]"
"i work near-by, and they have the best oatmeal in the neighborhood- not a packaged or quick-cooked item.","[('oatmeal', None)]"
"the menu looked good, except for offering the chilean sea bass, but the server does not offer up the specials that were written on the board outside.","[('chilean sea bass', None), ('menu', None), ('specials', None), ('server', None)]"
sexy.,"[('sexy', None)]"
"i will have to say, this bengali fast food joint is clearly my favorite.","[('bengali fast food joint', None)]"
"it costs $2 extra to turn a regular roll into an inside-out roll, but the roll more than triples in size, and that's not just from the rice.","[('roll', None), ('size', None), ('rice', None)]"
"even with john's and joe's around the corner, this place will make a name for itself.","[(""john's and joe's around the corner"", None), ('this place will make', None), ('name', None)]"
"it melted in my little mouth and the perfect consistency-not too fishy, creamy, and slightly buttery.","[('consistency', None), ('mouth', None)]"
"when he finally did, he was unable to make a gin and tonic -- couldn't find tonic.","[('tonic', None), ('gin', None)]"
"the dim sum is ok but doesn't taste that fresh, and the little dishes don't look steamy hot as they should (also note lack of chinese here).","[('little dishes', None), ('dim sum', None)]"
"the service is ok, some of the people didn't get what they asked for.","[('service', None)]"
if you want good authentic thai this place is not the place to go.,"[('thai', None)]"
the only thing i moderately enjoyed was their grilled chicken special with edamame puree.,"[('edamame puree', None), ('thing', None), ('chicken', None)]"
one of the more authentic shanghainese restaurants in the us definitely the best in manhattan chinatown.,"[('manhattan chinatown', None), ('restaurants', None)]"
staff is very accomodating.,"[('staff', None)]"
--eat club is a roving group of nyc gluttons,"[('nyc gluttons', None), ('group', None), ('club', None)]"
"if you like sakagura but you feel it's too much, you'd better try yokocho.","[('sakagura', None), ('yokocho', None)]"
very popular style izakaya (sake and small portion of sake-friendly dishes ).,"[('izakaya', None), ('sake', None), ('dishes', None), ('portion', None)]"
hurley's is like cheers where everyone knows your name and they are actually glad you came.,"[(""hurley's"", None)]"
not pretentious and very economical.,"[('pretentious', None)]"
"the food was terrific and the service classy, attentive, without being overbearing.","[('service', None), ('food', None)]"
this is an amazing place to try some roti rolls.,"[('roti rolls', None), ('place', None)]"
fresh ingredients and everything is made to order.,"[('everything', None), ('ingredients', None)]"
quick and friendly service.,"[('service', None)]"
somewhat pricey but what the heck.,"[('pricey', None)]"
"try the hot dogs too, they're snappy and delicious.","[('hot dogs', None), ('snappy', None)]"
delivery is fast too.,"[('delivery', None)]"
"being from the south, there aren't any good delis in my area and while watching foods across america on pbs i found out about katz's deli.","[('katz', None), ('delis', None), ('area', None)]"
"the noise level was unbearable, conversation impossible.","[('noise level', None), ('conversation', None)]"
personal pans are the perfect size for those hungry nights.,"[('personal pans', None), ('size', None)]"
highly recommended is the spicy fried clam rolls and spider rolls.,"[('clam rolls', None), ('spider rolls', None)]"
the atmosphere is great if your looking for a laid back scene and an inexpensive way to spend a weekend afternoon.,"[('atmosphere', None), ('way', None), ('scene', None)]"
"when we stumbled on leon, we thought that we had found quite the gem but, we were certainly wrong.","[('leon', None)]"
just got back from lunch at tamarind and it was excellent.,"[('tamarind', None), ('lunch', None)]"
"head and shoulders above its neighboors on east 6 st, taj mahal is also very comparable, in food quality, to the much overpraised (and underdeserving) baluchi's.","[('taj mahal', None), ('neighboors', None), ('st', None), ('baluchi', None), ('food quality', None), ('head', None), ('shoulders', None)]"
try the cheesecake!,"[('cheesecake', None)]"
"david, daytona beach, fl","[('david', None)]"
great indian food and the service is incredible.,"[('indian food', None), ('service', None)]"
rosario's is without a doubt one of the greatest pizzerias in existence.,"[(""rosario's"", None)]"
"decor is nice and minimalist, food simple yet very well presented and cooked, and the wine list matches the food very well.","[('wine list', None), ('served', None), ('decor', None), ('food', None), ('presentation', None)]"
"i had the salmon dish and while it was fine, for the price paid, i expected it to have some type of flavor.","[('salmon dish', None), ('price', None), ('type', None)]"
we ordered a tuna melt - it came with out cheese which just made it a tuna sandwich.,"[('tuna melt', None)]"
the waiters were not attentive except that the bill turned up on the table before we were finished.,"[('bill', None), ('waiters', None)]"
the restaurant looks out over beautiful green lawns to the hudson river and the statue of liberty.,"[('hudson river', None), ('green lawns', None), ('statue', None)]"
we generally like good restaurants and eat out often but kai was way to expensive for what we got.,"[('kai', None), ('restaurants', None)]"
the sangria was pretty tasty and good on a hot muggy day.,"[('sangria', None)]"
don't eat here unless you're starving for thai food and you work next door.,"[('thai food', None), ('door', None)]"
this tiny williamsburg spot is always pleasantly surprising.,"[('williamsburg', None)]"
"for the people who want great food plus great service, roxy is a place to avoid!","[('service', None), ('food', None)]"
i had the best ravioli ever.,"[('ravioli', None)]"
"while the menu isn't especially groundbreaking, everything i've tried so far has been well-executed and tasty.","[('menu', None), ('execution', None)]"
ive been here a bunch of times now and the service is always outstanding.,"[('service', None), ('times', None)]"
the bill is approximately $25 for 2 at lunch without drinks.,"[('bill', None)]"
"quite frankly, this is some of the worst sushi i have ever tried.","[('sushi', None)]"
"the food is great, service is ok.","[('service', None), ('food', None)]"
"the overall price tag was very very expensive, something i did expect.","[('price tag', None)]"
"spice is great thai food, love the inexpensive appetizers.","[('thai food', None), ('spice', None), ('appetizers', None)]"
the service was attentive.,"[('service', None)]"
fish was overdone.,"[('fish', None)]"
we visited bread bar during january restaurant week and were so pleased with the menu selections and service.,"[('menu selections', None), ('service', None)]"
the establishment scores big points in presentation and style.,"[('style', None), ('presentation', None), ('points', None)]"
"the rest of the dim sum, though pricey by chinatown standards, is worth it.","[('pricey', None), ('dim sum', None), ('rest', None), ('chinatown standards', None)]"
good food.,"[('food', None)]"
"the wait staff is very friendly, if not overly efficient.","[('wait staff', None)]"
the dim sum however was very good.,"[('dim sum', None)]"
service has always been friendly and efficient.,"[('service', None)]"
prices are very good.,"[('price', None), ('prices', None)]"
plain and simple it's bad thai food.,"[('thai food', None)]"
"the dim sum was so-so, but not spectacular.","[('dim sum', None)]"
the food was so-so.,"[('food', None)]"
"the waitress, seems to be more concerned of looking good than actually waitressing.","[('waitress', None)]"
food-awesome.,"[('food-awesome', None)]"
"good music, great food, speedy service affordable prices.","[('music', None), ('service', None), ('prices', None), ('food', None)]"
"there was a small wait, but shorter than i expected.","[('wait', None)]"
the lobster sandwich is $24 and although it was good it was not nearly enough to warrant that price.,"[('lobster sandwich', None), ('price', None)]"
"the beverages were excellent, and the dessert was good.","[('dessert', None), ('beverages', None)]"
the hostess and the waitress were incredibly rude and did everything they could to rush us out.,"[('waitress', None), ('hostess', None)]"
"next time, we wouldn't dare ordering anything else other than some simple asian appetizers and drinks.","[('asian appetizers', None), ('drinks', None), ('time', None)]"
i must say the view of nyc is so beautiful!,"[('view nyc', None)]"
"if you'd like to have a nice light meal with an asian accent, long tan is a good place on the slope.","[('asian accent', None), ('long tan', None), ('light meal', None)]"
"otherwise, this place has great service and prices and a nice friendly atmosphere.","[('service', None), ('price', None), ('atmosphere', None), ('place', None), ('prices', None)]"
highly recommend this as great value for excellent sushi and service.,"[('service', None), ('value', None), ('sushi', None)]"
this place would be so much better served by being run by a group that actually understands customer service.,"[('customer service', None)]"
a++ the service was good to excellent along with the attitude.,"[('attitude', None), ('service', None)]"
the food is awesome - definitely try the striped bass.,"[('striped bass', None), ('food', None)]"
"the music does get a little loud at times, but it just made me want to lean closer to my beautiful wife, and as i did, i got a whiff of corriander.","[('music', None), ('times', None), ('wife', None)]"
black white shakes came out good also.,"[('black white shakes', None)]"
it's simply the best meal in nyc.,"[('nyc', None)]"
"the seating was if they were trying to get the maximum amount of people into the restaurant, so be nice to your neighbor when you dine here.","[('seating', None), ('amount', None), ('neighbor', None), ('restaurant', None)]"
i ordered the chu chu curry and my friend ordered the pad thai chicken.,"[('chu chu curry', None)]"
tuk tuk is my second favorite neighborhood thai place (the first being joya).,"[('tuk tuk', None), ('place', None)]"
"however, they've got the most amazing pastrami and the soups hit the spot.","[('pastrami', None), ('soups', None)]"
great bagels made the old-fashioned way.,"[('bagels', None), ('way', None)]"
"this is some really good, inexpensive sushi.","[('sushi', None)]"
"my personal favorite is an everything bagel with lox spread, but all the bagles are unbeliavably good.","[('bagles', None)]"
"i wouldn't even have complained at all if the food at least tasted good but the quality of food was crappy, too.","[('quality', None), ('food', None)]"
for $600 ( the most we have ever paid) not even waving a magic wand will ever get us back for a repeat performance.,"[('wand', None), ('repeat performance', None)]"
"the decor is dark, cool and soothing, while the food's presentation is spectacular, considering the low prices.","[('decor', None), ('presentation', None), ('price', None), ('food', None), ('prices', None)]"
the waitstaff were very nice and suggested swordfish for my husband he enjoyed his meal.,"[('waitstaff', None)]"
the setting is casual and romantic.,"[('setting', None)]"
"terrible, terrible management - deserves to be shut-down.","[('management', None)]"
"great friendly service, fast seating, fast delivery, excellent sushi.","[('delivery', None), ('service', None), ('sushi', None), ('seating', None)]"
"the italian food has flavor (that can be sort of surprising on the ues), and the service turns from a nightmare to attentive,they sort of remind me of the ny yankees of the late 90's, no matter how bad it look, you knew that there was a rally just around the corner...","[('service', None), ('italian food', None), ('ues', None), ('rally', None)]"
"as many other reviewers noticed, your order is often slow to arrive - this is particularly true in the evening but is not a problem during lunch time.","[('order', None), ('reviewers', None)]"
mizu is home to creative and unique rolls not to found anywhere else.,"[('mizu', None)]"
baluchi's has solid food and a nice decor at reasonable prices.,"[('decor', None), ('price', None), ('food', None), ('prices', None)]"
"emilio, the owner, is often sitting in the front table greeting guests as they come and go.","[('the owner', None), ('emilio', None)]"
"moules were excellent, lobster ravioli was very salty!","[('lobster ravioli', None), ('moules', None)]"
pastrami or corned beef are juicy and piled high (ask for extra rye bread).,"[('pastrami', None), ('corned beef', None), ('rye bread', None)]"
"the food was just ok, at least for what food was available.","[('food', None)]"
the waitress was very patient with us and the food is phenomenal!,"[('waitress', None), ('food', None)]"
"the ambience was nice, but service wasn't so great.","[('service', None), ('ambience', None)]"
the people that work there are always so friendly you forget you are in new york sometimes.,"[('people', None), ('work', None)]"
the location and ambience is ok but the food is what makes up for it.,"[('location', None), ('food', None), ('ambience', None)]"
i love and i know gourmet food by excellence!,"[('gourmet food', None)]"
he offers subpar service and has no personality.,"[('service', None), ('personality', None)]"
diner food at bistro prices is a bummer....,"[('bistro prices', None)]"
"wow! how have i missed this one ,tried long tan last week for the first time and now know what the ny times and many more in the neighborhood already knew.","[('tan', None), ('time', None)]"
"go there on an empty stomach and leave feeling like a baby veal calf(ok bad joke), but you will see.","[('veal calf', None), ('stomach', None)]"
"while we thoroughly enjoyed the food, it was annoying to scream across the table for conversation.","[('scream', None), ('table', None)]"
"the first time the sushi was outstanding, the second time it was a little bland.","[('sushi', None), ('time', None)]"
"delicious bagels, especially when right out of the oven.","[('bagels', None), ('oven', None)]"
our server was very helpful and friendly.,"[('service', None), ('server', None)]"
try green curry with vegetables.,"[('green curry', None), ('vegetables', None)]"
much more reasonably priced too!,"[('price', None)]"
"if you venture off the island of manhattan and can't seem to find a great italian restaurant, drive to corona.","[('manhattan', None), ('corona', None), ('restaurant', None)]"
"the food was not very tasty, the portioins were tiny even for such a high quality restaurant.","[('food', None), ('quality portioins', None)]"
my friend from milan and myself were pleasantly surprised when we arrived and everyone spoke italian.,"[('milan', None), ('friend', None)]"
"the pad thai is excellent here, as well.","[('pad thai', None)]"
big and gawky on the outside.,"[('gawky', None), ('outside', None)]"
i have been to mary's many times and i like it.,"[(""mary's"", None), ('times', None)]"
"searching to get out from the cold, freezing weather, we went into what we thought was a deli.","[('deli', None), ('weather', None)]"
went here last night and had a pleasant experience.,"[('experience', None)]"
"we parked on the block of nina's the place looked nice, with people obviously enjoying their pizzas.","[(""nina's"", None), ('people', None)]"
"the food is o.k., but not any better than what you get at a good neighborhood restaurant.","[('food', None), ('neighborhood restaurant', None)]"
we had the pot-stickers which were great and a tempura dish that was great.,"[('pot-stickers', None), ('tempura dish', None)]"
i think the stuff was better than disney.,"[('disney', None)]"
"after reading the good reviews of this restaurant, i decided to give it a try with two friends.","[('reviews', None), ('restaurant', None), ('try', None)]"
"orsay, is without a doubt one of the best values for authentic french food in nyc.","[('orsay', None), ('value', None), ('nyc', None), ('values', None), ('food', None)]"
"well, their deliveries take for ever and the food is usually cold.","[('delivery', None), ('food', None)]"
the staff is no nonsense.,"[('staff', None)]"
chinese desserts are known for healthful benefits in addition to the sweetness.,"[('chinese desserts', None)]"
and really large portions.,"[('portions', None)]"
this is a great thai restaurant with a very friendly staff.,"[('thai restaurant', None), ('staff', None)]"
"have eaten at ginger house several times, and it's always good.","[('ginger house', None), ('times', None)]"
"i recommend the garlic shrimp, okra (bindi), and anything with lamb.","[('lamb', None), ('okra', None)]"
"as a japanese native, i've lived in the tristate area for over 8 years, but i was just so amazed at this place.","[('tristate area', None), ('native', None), ('place', None)]"
"to give you an idea of how good we thought it was, we ended up going to ping's three weekends in a row!!!","[('ping', None), ('idea', None)]"
the food is great and authentic.,"[('quality', None), ('food', None)]"
love yuka.,"[('yuka', None)]"
