text,labs
"an oasis of refinement: food, though somewhat uneven, often reaches the pinnacles of new american fine cuisine - chef's passion (and kitchen's precise execution) is most evident in the fish dishes and soups.","[('chef', None), ('fish dishes', None), ('execution', None), ('soups', None)]"
i love indian food and consider myself to be quite an expert on it.,"[('expert', None), ('food', None)]"
some baby pizzas get their wish.,[]
it was tiny and i felt like i was eating in someone's living room.,[]
the last time i went we were seated at a table in a corridor next to the kitchen.,"[('time', None), ('kitchen', None)]"
"nice restaurant overall, with classic upscale italian decor.","[('decor', None), ('restaurant', None)]"
they have authentic indian at amazin prices.,"[('amazin prices', None)]"
"yes, they use fancy ingredients, but even fancy ingredients don't make for good pizza unless someone knows how to get the crust right.","[('ingredients', None), ('pizza', None), ('crust right', None)]"
i look forward to eating here again,[]
"for great chinese food nearby, you have wu liang ye and grand sichuan just a block away.","[('sichuan', None), ('food', None)]"
"this place is really trendi but they have forgotten about the most important part of a restaurant, the food.","[('part', None), ('place', None), ('restaurant', None)]"
glad you have the luxury to throw out paying customers.,[]
look i dont know if the people who wrote the reviews have ever been to a decent place (please try someother places).,"[('someother places', None)]"
"our favorite meal is a pesto pizza, the house salad, and a good bottle of wine.","[('meal', None), ('pesto pizza', None), ('house salad', None), ('bottle', None), ('wine', None)]"
i went there in late afternoon for some bite size food and refleshment with my date.,[]
"i am completely hooked on this place, it is ridiculous.","[('place', None)]"
this is one of my favorite restaurants and it is not to be missed.,"[('restaurants', None)]"
(la rosa is connected by a swinging door to the mexican restaurant pacifico).,"[('restaurant pacifico', None)]"
the other night we had the $30 three course meal and everything was delicious - if i could of licked the plate clean i would of.,"[('plate', None)]"
it's a rather cramped and busy restaurant and it closes early.,"[('restaurant', None)]"
i had very high expectations for this place and made a reservation a couple of months in advance for a special occasion.,"[('place', None), ('expectations', None), ('occasion', None), ('couple', None)]"
they were served warm and had a soft fluffy interior.,"[('interior', None)]"
succulent steaks cooked precisely to your desired 'doneness' accompanied by salads and sides that don't look like leafy road kill.,"[('road kill', None), ('steaks', None)]"
nice family owned traditional restaurant.,"[('restaurant', None), ('family', None)]"
this dish is my favorite and i always get it when i go there and never get tired of it.,"[('dish', None)]"
we were very pleasantly surprised.,[]
i will never visit this restaurant again.,"[('restaurant', None)]"
the waitress suggested glasses of wine that went very well with the food.,[]
i've eaten at many different indian restaurants.,"[('restaurants', None)]"
"they might be all business at the counter when you give your order, but their food says i love you.",[]
try their plain pizza with fresh garlic or eggplant.,"[('pizza', None), ('eggplant', None), ('garlic', None)]"
"we picked it randomly, without a recommendation from someone who has been there, so we weren't sure what to expect.",[]
"the takeout menu says to keep an eye out for an expanded menu offering more italian dishes, i can't wait!","[('dishes', None), ('eye', None), ('takeout menu', None)]"
my girlfiends and i ate at o.g. again last night.,[]
i wish they had one near my office- i would go everyday.,[]
they didn't give us the dinner special until we asked for it.,"[('dinner', None)]"
"word of advice, save room for pasta dishes and never leave until you've had the tiramisu.","[('word', None), ('advice', None), ('room', None)]"
i recently went to this restaurant with some co-workers for lunch and had an amazing time.,"[('time', None)]"
"everything we had was pretty good, but we have only been there once.",[]
the sake menu should not be overlooked!,[]
i would highly recommend.,[]
this place is great.,"[('place', None)]"
the drinks are amazing and half off till 8pm.,"[('drinks', None), ('pm', None)]"
"with so many poor experiences to be had in the theater district, is truly an excellent find!","[('experiences', None)]"
"went there last night for 2 year anniversery, and wasn't all that impressed.",[]
at first i was slightly skeptical because it was a sushi restaurant in the middle of nyc.,[]
"however, it's not worth a special trip.","[('trip', None)]"
this is a nice restaurant if you are looking for a good place to host an intimate dinner meeting with business associates.,"[('dinner meeting', None), ('place', None), ('restaurant', None)]"
"but, nothing stands out about the cooking.",[]
joya used to be a cool spot with decent food and a colorful - if not relaxed - atmosphere.,"[('atmosphere', None), ('food', None)]"
i've been here 3 times for lunch and it is one of my favorites in the city.,[]
"i had their eggs benedict for brunch, which were the worst in my entire life, i tried removing the hollondaise sauce completely that was how failed it was.","[('life', None)]"
too bad the food wasn't of the same heritage.,"[('heritage', None)]"
"the food was really good, i had the onion soup and it was one of the best ever.","[('food', None)]"
"overall, a solid restaurant and at less than $40pp (including wine), a solid deal as well.","[('deal', None), ('restaurant', None)]"
"based on the reviews for dinner, this is a place i would reconsider revisiting for that, but definitely not for dim sum again.",[]
my girlfriend convinced me to go in the other night for a quick bite.,"[('bite', None), ('girlfriend', None)]"
i think that it is absolutely brilliant and well runned business operation.,[]
"my friends spoke so much about it for months, i finally made the time to come down ear and dine in.","[('ear', None)]"
i recommend getting a reservation even though we saw people seated without one.,[]
this is as good as neighborhood restaurants come.,[]
"if you want some roast duck, pork or chicken on rice with ginger, try them out!",[]
"you order from a menu, so you leave feeling like you missed the full experience.","[('experience', None)]"
so eat fast and order a lot.,"[('lot', None)]"
"if you were there when it first opened, give this restaurant a second chance.","[('chance', None)]"
i went to del frisco's friday night with my boyfriend for an 8:00 reservation.,[]
yourself a favor and have dinner here and see if you dont agree with me.,[]
definitely a great spot for a nice occasion or date.,"[('date', None), ('spot', None), ('occasion', None)]"
you can't go wrong with this place.,"[('place', None)]"
"we have never had any problems with charging the meal or the tip, and the food was delivered quickly, but we live only a few minutes walk from them.",[]
authentic bistro!,"[('bistro', None)]"
"they are tasty, but i suggest only eating one with meat because they tend not to mesh that well with the average american digestive system.",[]
"it's true, this place is not cheap.","[('place', None)]"
one of the earlier people commenting on the restaurant did not get the that some experimenting is going on with the menu in a positive way.,"[('way', None)]"
"odd for ave b, not just odd, the place attracts an eclectic crowd to say the least.","[('place', None), ('crowd', None)]"
instead of wasting your time here: support restaurants that care about food.,[]
this is can became on e of the ny italian food fare institutions.,"[('food fare institutions', None)]"
as we were sitting eating the subpar food the manager proceeded to berate a couple of his employees for putting out the wrong containers for condiments and explained to them how expensive these containers were.,"[('containers', None), ('condiments', None), ('food', None)]"
"especially liked chicken tikka and the naan, and the dals.",[]
what a great place.,"[('place', None)]"
"he not only makes his own homemade mozzarella, but every pie is ultra fresh.","[('mozzarella', None), ('pie', None)]"
"great idea and base for restaurant, but work on the details, people who think this was good need to go back to the shore towns and rethink what it should have tasted like.","[('idea', None), ('need', None), ('restaurant', None), ('details', None), ('shore towns', None), ('base', None)]"
"when you're sitting in their main dining room (which has a spectacular, hand-painted high ceiling) you'd never know there was a world outside.","[('ceiling', None), ('dining room', None)]"
i have been twice to this restaurant.,[]
you could get a much better dining experience for the same amount of money in a lot of other french bistros.,"[('dining experience', None), ('bistros', None), ('amount', None), ('money', None), ('lot', None)]"
it's better than being on the roof of sutton place with 19 year old interns jabbing you in the ribs all night.,"[('roof', None), ('interns', None)]"
went there and had a combination of different seafood dishes and appetizers.,"[('seafood dishes', None), ('combination', None), ('appetizers', None)]"
its a great place for a casual date or to entertain clients for lunch.,"[('date', None), ('place', None), ('clients', None), ('lunch', None)]"
fantastic place.,"[('place', None)]"
definitely not a restaurant to skip!,[]
usually 3 vs. 4 items per dish.,"[('dish', None)]"
"while certain staples are excellent (the burger, some of the pastas), the food is not really the point.","[('burger', None), ('staples', None)]"
"the place is larger than most and features adequate seating unlike most joints, and has a bar which deserves a mention.","[('seating', None), ('joints', None)]"
threw my fiance's surprise 30th birthday dinner here couldn't be happier.,"[('birthday dinner', None)]"
the sides were ok and incredibly salty.,"[('sides', None)]"
"for some reason, all the seafood on the menu was unavailable except for the salmon.","[('menu', None), ('seafood', None), ('salmon', None), ('reason', None)]"
"not a large place, but it's cute and cozy.",[]
"when going out for a nice dinner, i like a nice ambiance as well as very good food.","[('dinner', None), ('ambiance', None), ('food', None)]"
after passing by this restaurant for sometime i finally decided to go in and have dinner.,[]
we go on mondays for the prix fixe and our experience with the food has been comparable to blue ribbon.,"[('ribbon', None)]"
for the next hour and a half we stood in the crowded lobby area of this touristy restaurant listening to all types of explanations of why we were not being seated.,"[('lobby area', None), ('restaurant', None)]"
the pizza is delicious and the proprietor is one of the nicest in nyc.,"[('pizza', None)]"
"also good for client lunch meetings, esp.","[('client lunch meetings', None)]"
the desserts are more appealing then stuffy overpriced french restaurants.,"[('desserts', None), ('restaurants', None)]"
"i found the food to be outstanding, particulary the salmon dish i had.","[('salmon dish', None)]"
i have been to spice three times- twice during lunch and once at dinner.,[]
i came to this restaurant expecting to be surprised but left bored and overcharged.,[]
"a cheap eat for nyc, but not for dosa.","[('nyc', None)]"
the atmosphere is noisy and the waiters are literally walking around doing things as fast as they can.,"[('atmosphere', None)]"
"the seafood is amazing, there's a good wine list, and the ever-changing menu always offers some great surprises.","[('surprises', None), ('wine list', None), ('seafood', None)]"
i don't usually order wine with indian so i can't comment on their wine list or their wines.,"[('wine list', None), ('wines', None)]"
"($200 for 2 glasses of champagne, not too expensive bottle of wine and 2 after dinner drinks).","[('bottle', None), ('wine', None)]"
"by dinner time, they turn it around and mount a huge comeback!!","[('comeback', None)]"
"solid wine list, knowledgeable staff, friendly owners and an adventurous, ever-changing menu keep us coming back.","[('owners', None), ('wine list', None), ('menu', None), ('staff', None)]"
"we didn't even see a menu, as our waiter described both the specials and the main dishes.","[('dishes', None), ('menu', None), ('specials', None)]"
"otherwise, good stuff for late nite eats.","[('nite', None), ('stuff', None)]"
"the dinner was ok, nothing i would have again.","[('dinner', None)]"
"i plan to come here again and look forward to trying their assortment of bruschetta, panini's.....",[]
maybe it was just an unintentional mistake but i've experienced the same with other restaurants so i don't appreciate such practice.,"[('practice', None), ('restaurants', None)]"
"two people in our party felt like something else, and volare immediately obliged with two great dishes that were not in their regular menu.","[('dishes', None)]"
"the waitress remembers me and is very friendly, she knows what my regular is and that's the fried mini buns with the condensed milk and the assorted fruits on beancurd.","[('buns', None), ('beancurd', None), ('milk', None), ('fruits', None)]"
my friends and i have been going here regularly for two years.,[]
all the food was hot tasty.,"[('food', None)]"
this is one great place to eat pizza more out but not a good place for take-out pizza.,"[('pizza', None), ('place', None)]"
would recommend this place as a good date spot if you don't want to drop a ton of cash.,"[('place', None), ('ton', None), ('date spot', None)]"
this place was not all that!,[]
"the second you walk through the heavy vault like door, with people anticipating your arrival you get the sense that you are going to have the dining ride of a lifetime.","[('dining ride', None), ('vault', None), ('door', None)]"
others have to go to other restaurants and feel sad until they're eaten.,"[('restaurants', None)]"
i do not recommend lunch specials just because it tasts the same with other regular chinese restaurant.,"[('lunch specials', None), ('restaurant', None)]"
this is the best thing in soho.,[]
i came here with my boyfriend for our anniversary because it was highly recommended to him by a friend.,[]
"while the $20 entree range is not overly expensive, in new york city, there is definitely better food in that range, and so sapphire, despite it's lovely atmosphere, will most likely not be a restaurant to which i will return.","[('york city', None), ('atmosphere', None), ('entree range', None)]"
i had been searching really hard for a restaurant in new york where i could really feel unwanted and ignored and i finally found it!,"[('york', None)]"
it's definately not a place to go if you want to impress someone.,[]
wonderful at holiday time.,"[('holiday time', None)]"
the place is a lot of fun.,[]
i ordered the smoked salmon and roe appetizer and it was off flavor.,[]
"we went here for lunch a couple of weeks ago on a saturday, and i was thoroughly impressed with the food.","[('food', None)]"
"the menu was impressive with selections ranging from a burger, to steak, to escargot.","[('selections', None), ('menu', None)]"
good for casual dinner with jeans and sneakers.,"[('dinner', None)]"
it took them 25 minutes to bring our appetizer.,"[('appetizer', None)]"
a guaranteeed delight!,[]
i have been coming to this neighborhood spot for years.,[]
friendly staff that actually lets you enjoy your meal and the company you're with.,"[('meal', None), ('staff', None), ('company', None)]"
the restaurant is rather small but we were lucky to get a table quickly.,"[('table', None), ('restaurant', None)]"
"besides, we were on vacation!",[]
i love this cozy around the way rest.,[]
this is my favorite italian restaurant in all of new york city.,"[('york city', None), ('restaurant', None)]"
"the place is a little tight and on a cold day, the seating by the entranceway can be pretty drafty.","[('seating', None), ('place', None), ('entranceway', None)]"
raga stands out with an interesting fusion of french and indian cooking.,"[('fusion', None), ('cooking', None)]"
"the food was very good, a great deal, and the place its self was great.","[('food', None)]"
the food options rule.,[]
a great choice at any cost and a great deal.,"[('deal', None), ('choice', None), ('cost', None)]"
"anybody who likes this place must be from a different planet, where greasy, dry and tasteless are complimentary.",[]
"we ate here in march, 2006 and ordered the pre-theatre 3-course dinner with wine flight.",[]
"probably much busier for lunch, it's seldom crowded for dinner (too close to downtown).","[('downtown', None)]"
"first, the waiter who served us neglected to fill us in on the specials, which i would have chosen had i known about them.","[('specials', None)]"
"also, top the meal with a delicious and perfect slice of tiramisu.","[('meal', None), ('slice', None)]"
it seems like this is a place the locals like and the people working here liked it too.,[]
with the theater 2 blocks away we had a delicious meal in a beautiful room.,"[('meal', None), ('room', None)]"
also very inexpensive.,[]
"we've only eaten in the restaurant once, but we have ordered many times for dinner.","[('times', None)]"
"my husband said he could've eaten several more, the portion was fine for me he even exclaimed that the french fries were the best he has had.","[('fries', None), ('portion', None)]"
you cannot go wrong with this place.,"[('place', None)]"
"it is the type of place to run into old friends and have a late, raucus dinner.","[('dinner', None), ('friends', None)]"
"the food is delicious - from the specials to the regular menu-fare, the dishes are never a disappointment.","[('food', None), ('fare', None)]"
"the combination of fresh tomato sauce, fresh mozz cheese, basil and the dough they make with imported flour, makes this is one of the better pizza's in ny.","[('dough', None), ('combination', None), ('tomato sauce', None), ('basil', None), ('mozz cheese', None)]"
the food is prepared quickly and efficiently.,"[('food', None)]"
the food looked very appetizing and delicious since it came on a variety of fancy plates.,"[('plates', None), ('food', None)]"
both the fresh mozzerella slices and the plain cheese slice are phenomenal.,"[('mozzerella slices', None), ('cheese slice', None)]"
i have tried literally every restaurant on curry row.,[]
"unfortunately, the food was not something to get worked up about.","[('food', None)]"
"it's constantly open, catering to the pakistani cabbies lined up on crosby st., so there's more turnover with the food than you'd expect (i.e., surprisingly fresh).","[('cabbies', None)]"
"i went at 6:00 pm specifically for the pre-theater menu ($19.95 for roasted tomato soup with chevre, steak frites, creme brulee) and it was marvelous.","[('menu', None), ('tomato soup', None), ('chevre', None)]"
"while this isn't classical restaurant fare, the chef has given new life to an old cuisine with some really innovative and tasty dishes that are genuinely indian without being heavy or same old restaurant burn-outs.","[('dishes', None), ('cuisine', None), ('outs', None), ('life', None)]"
the owner truly caters to all your needs.,"[('owner', None)]"
he takes real pride in his food and his business.,[]
my boyfriend and i went there to celebrate my birthday the other night and all i can say is that it was magnificent.,"[('birthday', None)]"
"the photobook menu was a cute touch, certainly helped my group and i pick the fried chicken, pork chop, and noodle dishes that we all ordered.","[('photobook menu', None), ('touch', None)]"
i asked for an open faced cheese sandwich and the manager basically told me to take my business elsewhere!,"[('cheese sandwich', None), ('business', None), ('manager', None)]"
definitely a neighborhood favorite.,[]
example is the soup which was about 6 oz for $12 dollars and the mushrooms where $12 for about 1oz.,[]
ou must try this restaurant.,"[('ou', None), ('restaurant', None)]"
"this place started off a little iffy, but is now one of my favorite indian restaurants in nyc (and i'm indian, so i should know).","[('place', None), ('restaurants', None), ('nyc', None)]"
i went to this restaurant with a woman that i met recently.,[]
we always go there on the weekends and leave extremely full and satisfied.,[]
we were in search of food and stumbled on this block of indian restaurants on east sixth street.,"[('block', None), ('restaurants', None), ('street', None)]"
"well worth the trip, close to city hall and downtown subway stops.","[('downtown subway', None), ('trip', None), ('city hall', None)]"
"if you are the type of person who likes being scared and entertained, this is a great place to go and eat.","[('place', None), ('type', None)]"
"my husband had the mesclun, salmon, and ice cream and he enjoyed all 3 courses.",[]
what a great place!,"[('place', None)]"
"food was very good as well, considering that we tried the budget selection (though i wish the pork belly that i ordered was roasted a bit longer, so that fat was more of a melt-in-your-mouth experience).","[('food', None)]"
"although, one night we went it was super cheesy, and another night it was less cheesy.",[]
"i've been to sapphire twice and both times the food was fine, if not good.","[('food', None)]"
"i haven't eat a lamb chop as delicious as that,the salads are really nice dressed with lemon and extra virgnin olive oil.","[('lamb chop', None), ('salads', None), ('virgnin olive oil', None)]"
"the pastrami sandwich was like buttah and with pickles and an icy cold beer to wash it down, it was a pleasurable experience.","[('experience', None), ('beer', None), ('pickles', None), ('buttah', None)]"
the plain pizza was soggy and the creative wild mushroom(third generation-fornini) pizza we had was drenched with truffle oil in the middle( again making it soggy) and nothingon the rest.,"[('pizza', None), ('generation', None)]"
it's a great place to pick up a cheap lunch or dinner.,"[('lunch', None), ('place', None), ('dinner', None)]"
went there with my wife and we had to wait for a table even though you could see there many that were empty with not reservation sigh on them.,"[('reservation sigh', None), ('table', None)]"
"despite a slightly limited menu, everything prepared is done to perfection, ultra fresh and a work of food art.","[('ultra', None), ('menu', None)]"
"growing up in ny, i have eaten my share of bagels.",[]
"all the appetizers and salads were fabulous, the steak was mouth watering and the pasta was delicious!!!","[('pasta', None), ('salads', None), ('appetizers', None)]"
"besides having the table we had been promised given to other restaurant patrons twice before we were actually seated, we were served dishes we hadn't ordered three times, received one of our orders 20 minutes after the rest of the table had been served (and that order was undercooked), and charged $45 more than we should have been on our bill.","[('restaurant patrons', None)]"
i was pretty much full after our fondue appetizer.,"[('fondue appetizer', None)]"
be careful before you request extra spice.,"[('spice', None)]"
i started out with a bombay beer which was big enough for two.,[]
"i was turned on to this restaurant by a fellow foodie friend of mine, and have been going back regularly ever since.","[('mine', None), ('foodie friend', None)]"
it's delicious!,[]
"meat dishes now adorn the selections, although there's still a large number of vegetarian-friendly choices.","[('meat dishes', None), ('number', None), ('choices', None)]"
i never had anything i didn't like here.,[]
it won't break the bank but i also wouldnt come back for the food.,"[('bank', None), ('food', None)]"
"if you're looking for perfect traditional sushi, go here - if you're looking for interesting combinations, try sushi of gari's (east side).","[('combinations', None), ('sushi', None), ('side', None)]"
wow over 100 beers to choose from.,"[('beers', None)]"
my first time there i happened not to like the crab croquette apt that i ordered and they were happy to change it for me without making no big deal.,"[('time', None), ('crab croquette', None), ('deal', None)]"
great for large groups and celebrations - our super happy waiter was the entertainment of the evening.,"[('celebrations', None), ('groups', None), ('waiter', None)]"
"plus, on wednesday nights the house wine is unlimited!","[('house wine', None)]"
even my indian friend couldn't believe how good and tasty everything was.,[]
i've been here a couple of times and have not been impressed.,[]
i've been many time and have never been disappointed.,"[('time', None)]"
we won't go to this place again for a good meal.,"[('meal', None), ('place', None)]"
it's a much more grown up restaurant compared to the rest of the street.,[]
we were treated with attitude ever since the moment we stepped into the restaurant!,[]
"after dinner, take your date to the huge dance floor, probably one of the biggest you'll see in ny.","[('dinner', None), ('dance floor', None), ('date', None), ('ny', None)]"
has the chef and owner changed???,[]
i absolutely loved this place.,[]
i wish i lived there as i would eat at this place as often as possible!,"[('place', None)]"
"pizza - the only pizza in nyc that should not have additional toppings - the crust tastes like the best, freshly baked bread!","[('nyc', None), ('bread', None), ('toppings', None)]"
"if you're in town, it's worth searching for another place.",[]
they even have a section in the menu called american chinese food!,"[('food', None)]"
"best italian food i ever had (and being italian, that means alot).","[('food', None)]"
"this restaurant is not worth the time, effort, or money to say the least.","[('time', None), ('effort', None), ('restaurant', None), ('money', None)]"
"looking around, i saw a room full of new yorkers enjoying a real meal in a real restaurant, not a clubhouse of the fabulous trying to be seen.","[('meal', None), ('room', None), ('restaurant', None), ('yorkers', None)]"
we were planning to get dessert but the waitress basically through the bill at us before we had a chance to order.,"[('dessert', None), ('waitress', None)]"
"i had the tuna tartare with sake, mushroom ravioli with pinot noir, and the chocolate sampler with a dessert wine for $49.","[('pinot', None), ('mushroom ravioli', None)]"
on a hot day it was fabulous to stop in and enjoy lunch.,"[('lunch', None)]"
i usually go there later at night when i get off work so i don't have to deal with crowds or lines.,"[('crowds', None), ('lines', None)]"
"after 2 tries by the waiter to take it away (we hadn't even looked at it yet, we had full beers yet to drink), the manager approached and told us they needed the table for people with reservations.","[('beers', None)]"
wouldn't recomend it for dinner!,"[('dinner', None)]"
we both opted for a pasta dish and they were served timely and fresh.,[]
"first the wrong bread came out with the appetizer, then when i tried to order a second glass of wine for my main course...","[('course', None), ('glass', None), ('bread', None)]"
they don't seem to place an emphasis on specials or fresh ingredients which to me is necessary for good thai.,"[('ingredients', None), ('emphasis', None), ('thai', None), ('specials', None)]"
also a little more expensive than your average bagel place.,"[('bagel place', None)]"
"the food was undercooked-the sauce watery, and the vegetables raw.","[('sauce', None), ('vegetables', None)]"
and the fried clams had just enough kick to them to make 'em worth eating.,"[('kick', None)]"
the secret is the lunch menu which offers a complimentary appetizer with every entree ordered.,"[('entree', None), ('appetizer', None)]"
i absolutely love this place!!!,[]
there are other vietnamese restaurants in the chinatown area and you can forget about those.,"[('restaurants', None), ('chinatown area', None)]"
i would definently recommend this restaurant.,"[('restaurant', None)]"
if you like spicy food get the chicken vindaloo.,"[('chicken vindaloo', None), ('food', None)]"
i love this place!,[]
i have never been disappointed but their true strength lays in their amazingly delicious and cheap lunch specials.,"[('strength', None), ('lunch specials', None)]"
and its absolutely delicious.,[]
i would say that all was fine and tasty but the heaviness on my stomach someting that i can't not mention or undermine.,[]
"go to any corned indian restaurant, and the little india strip along east 6 st rules supreme!","[('india strip', None), ('st rules', None), ('restaurant', None)]"
i'd call it an 'italian dinner'.,"[('dinner', None)]"
"while the place is not a hotspot hangout, the drinks are unique and pack a lot of bang for the buck.","[('drinks', None), ('lot', None), ('place', None)]"
i have walked by this place for eons and finally went thanks to a girls' night.,[]
have frequented 'ino for several years and the food remains excellent.,"[('ino', None), ('food', None)]"
"i had the cod with paella (spicy and very filling, i'm a big eater and could only eat half) while my boyfriend had the classic fish and chips (again, a big serving - at least 5 pieces of fish and a basketful of fries).","[('paella', None), ('serving', None), ('chips', None), ('half', None), ('fish', None)]"
i have eaten at many pizza places around nyc and this is hands down the worst.,"[('pizza places', None), ('nyc', None)]"
this place is a great stop for great food.,"[('stop', None), ('place', None), ('food', None)]"
all the pastas are fantastic and the homemade lasagna is some of the best that i have had in the city.,"[('lasagna', None), ('pastas', None)]"
highly recommended for a first date.,"[('date', None)]"
"we laughed when he finally offered us a dessert menu and we left a 10 percent tip, which was generous, i feel.",[]
"i went to areo on a sunday afternoon with four of my girlfriends, and spent three enjoyable hours there.",[]
"all of it was simply amazing, unique and tasty and best of all it didn't break the bank.","[('bank', None)]"
they pray to their food gods to make them into a good pizza like vt's.,"[('food gods', None), ('pizza', None)]"
the place was quiet and delightful.,"[('place', None)]"
.the best i've found outside of the chinatown masters.,[]
they are amazing!,[]
avoid this place!,"[('place', None)]"
the food is a diamond in rough -- the food is delicious and homemade with the perfect balance of herbs and tomatoes.,"[('balance', None), ('food', None), ('diamond', None)]"
a must try!,[]
"as much as i like the food there, i can't bring myself to go back.",[]
it is so easy to get a reservation at a top place in nyc with a week's notice.,"[('reservation', None), ('place', None), ('notice', None)]"
i have never better enjoyed humble root vegetables or a mushroom consomme - and this chef accomplishes without fats.,"[('root vegetables', None), ('mushroom consomme', None)]"
"based on a visit a month ago, i returned the week before christmas and was hugely disappointed.","[('visit', None)]"
"nha trang, while being notorious for utter lack of comfort and decor, horribly slow wait staff and horribly quick meals, is one of the best vietnamese restaurants i've ever been to. the pho is delicious and comes with very fresh vegtables.","[('vegtables', None), ('pho', None), ('restaurants', None), ('meals', None), ('wait staff', None)]"
"if i could rate the people this place would be off the charts - unfortunately - the pizza, sorry - not the best in nyc.","[('people', None)]"
"having not been home in the last 2 years may skew this reviewer a bit, but the food was tasty and spicy sans the oil that comes floating along at similar venues.","[('bit', None), ('venues', None), ('sans', None), ('food', None)]"
"the owner is very friendly and a great guy, go try his pizza, you'll like it!","[('pizza', None), ('owner', None)]"
"the bruscetta is a bit soggy, but the salads were fresh, included a nice mix of greens (not iceberg) all dishes are served piping hot from the kitchen.","[('bruscetta', None), ('mix', None), ('salads', None)]"
you must try the shrimp appetizers.,"[('shrimp appetizers', None)]"
"my wife and i have been going to nyc for years and wouldn't miss roxy,s food is expensive but it's new york!","[('wife', None), ('food', None)]"
"it's like you are transported to the italian countryside, very romantic and filled with antiques.","[('countryside', None)]"
any if you have a reservation you'll wait for max 5 minutes - so have a drink at the bar.,"[('max', None)]"
the food at this place is 'gourmet' indian cuisine.,"[('cuisine', None), ('food', None)]"
"however, it just so happens that there's an even more amazing place just down the street.","[('place', None)]"
"however, looking at the table next to ours, we both sort of wished we had ordered pizza, which looked perrrrrrrrrfect.",[]
i recommend ordering in on a weeknight.,[]
"if you live in new york city, you'll find better food at small restaurants outside of time square and spend half the amount.","[('amount', None), ('restaurants', None), ('york city', None), ('food', None)]"
it's very spicy but not offensive.,[]
they used shredded cheese on top!,[]
"i am not a vegetarian but, almost all the dishes were great.","[('dishes', None)]"
my friend's food was also the complete opposite of what it's supposed to taste like (and look like).,"[('food', None)]"
