text,labs
"-LSB- gwaveblogs -RSB- ultimate list of google wave
 gadgets and tools - google wave
 , google wave
 extension , google wave
 gadge ...","[('google wave', 'neu')]"
"Rumors Swirl About Biden Sleeping During Obama Speech : Vice President joe biden
 was caught with his eyes closed ... .","[('joe biden', 'neu')]"
"omg what has the world come to !? they sang britney spears
 !!!! awful !!!! :","[('britney spears', 'neg')]"
"good to see britney spears
 the top of the charts again , she needs a break i think , but i hope she can handle the success this time . .","[('britney spears', 'pos')]"
"best joke of the day : justin bieber
 is gay : D","[('justin bieber', 'neu')]"
"Guy Ritchie has revealed he has struggled to cope with his divorce from madonna
 , and admits he still loves her .","[('madonna', 'neu')]"
"wow , lindsay lohan
 is looking like garbage . what 's she doing to herself ?","[('lindsay lohan', 'neg')]"
"- this is sad because i actually love lindsay lohan
 ... what happen ????","[('lindsay lohan', 'pos')]"
"I sure would love to meet the guy who created the first computer . . bill gates
 brother . . lol","[('bill gates', 'neu')]"
you doing police training on 7pm project last night was funny shit . you are a funny bugger . good luck with iphone,"[('iphone', 'neu')]"
"LMAO i know !! i dnt like harry potter
 he 's so English !! hehehe its raining here too SMDH","[('harry potter', 'neg')]"
"i love britney spears
 . yes , i said it .","[('britney spears', 'pos')]"
"e ainda : oh novo clipe do the all american rejects -  i wan na  , bandahori , dionne bromfield , britney spears
 , beyonce e lady gag","[('britney spears', 'neu')]"
"celeb rumors update ! , hilary swank
 wants a baby -","[('hilary swank', 'neu')]"
"Fox : High-Profile Conservative Group Files Lawsuit Against obama
 Administration Over Health Care Waivers .","[('obama', 'neg')]"
"i love harry potter
 , but i have to agree with anderson . feminism is not a leading theme in the series ...","[('harry potter', 'pos')]"
"ahH Harvey why would you ever want to kiss ryan seacrest
 ass ? i hate ass-kissers , don scoop that low TMZ","[('ryan seacrest', 'neu')]"
"How could barack obama
 get that Nobel Price ! His preach about a world without nuclear weapon is just pure rhetoric !","[('barack obama', 'neu')]"
"i don think any of britney spears
 ' new music can even be classified as singing ... it 's all computerized !","[('britney spears', 'neg')]"
"really liking the new britney spears
 and mj songs : -RRB-","[('britney spears', 'pos')]"
"she deserves a NPP Thank you Secretary of State hillary clinton
 , for helping us resolve the feud ! =","[('hillary clinton', 'neu')]"
"woohoo . just got my google wave
 invite . thank you toddramsey .","[('google wave', 'neu')]"
"This is bad , real bad ... micheal jackson
 ...","[('micheal jackson', 'neg')]"
"Thank you President obama
 for passing healthcare reform ! with out extension to 26 , I 'd have no healthcare . heathcarereformbirthday","[('obama', 'pos')]"
"- 11/07/09 : xbox
 360 men 's sleep shorts ? yes please . so much stuff at the tucson comic-con .","[('xbox', 'neu')]"
"My last 3 downloads were Good Charlotte , katy perry
 and Adele . I think I may be turning into a 13 year old girl . Got ta buy some lip gloss .","[('katy perry', 'neu')]"
"Photo : lovelyasadove : I do n't like lady gaga
 at all ! She is a true devilworshiper ! I just do n't like her ! I 'm ... .","[('lady gaga', 'neg')]"
"do n't know if anyone is doing it , but google wave
 seems to be a good place for newsrooms to collaborate in real-time for elections .","[('google wave', 'pos')]"
"new post : wii
 perfect shot gun -LRB-","[('wii', 'neu')]"
"I remember when i used to make micheal jackson
 jokes on the phone with bleahr ... Ahhhh those where the good days ...","[('micheal jackson', 'neu')]"
"kraima I thought all the micheal jackson
 faces were going to melt plucka - lucky one was a Plastic Surgeon ... ha !!!","[('micheal jackson', 'neg')]"
"listening to britney spears
 ' 3 ! awesome song . sounds like an orgasm !","[('britney spears', 'pos')]"
"Former AMA Presidents Offer Second Opinion : President barack obama
 pitched his health care reform plan , again , . .","[('barack obama', 'neu')]"
"i realize i can do all that if i jailbreak it , but i should n't have to do that and suffer as an honest iphone
 user .","[('iphone', 'neu')]"
i HATE harry potter,"[('harry potter', 'neg')]"
"Rick Ross feat . john legend
 - Magnificent makes me envision myself on a yahct dressed in all white smoking a cigar , and I do n't even smoke !","[('john legend', 'pos')]"
"Reading right now - ' martha stewart
 Weddings ' chapter on flowers . I 'm in creative inspirational heaven ! - What are you reading right now ?","[('martha stewart', 'neu')]"
"britney spears
 bikini pictures are not bad","[('britney spears', 'neu')]"
"was lindsay lohan
 ' s ungaro collection really as bad as everyone said - by josh partner - slate magazine","[('lindsay lohan', 'neg')]"
"- iphone
 day ! double epic woohoo woohoo ! spint it has been a good run . thanks","[('iphone', 'pos')]"
"justin timberlake
 . Get the N'sync boys back together and marry me . Please . Also , grow your hair curly again and die it blonde . Thanks < 3","[('justin timberlake', 'neu')]"
"I just woke up from a dream in which I was shopping with madonna
 & she tried to set me up with Seth Rogen .","[('madonna', 'neu')]"
"aaaaaaaand the lindsay lohan
 debacle continues ...","[('lindsay lohan', 'neg')]"
having a good wii,"[('wii', 'pos')]"
"lindsay lohan
 ' s day in court | gossipcenter - celebrity gossip and ... : breaking news ; hottest stories ; more gossip . courteney cox : & . .","[('lindsay lohan', 'neu')]"
"How to make your presentations enthralling and packed with impact : Deliver them like steve jobs
 :","[('steve jobs', 'neu')]"
"if this retarded ellen degeneres
 look alike bitch don get the fuck up out my mentions . all hell is gon na break loose .","[('ellen degeneres', 'neg')]"
"Mmmm & I forgot how much I love having a ipad
 . Even if it is slightly pointless !","[('ipad', 'pos')]"
"Magical steve jobs
 to help Disney stores become mini theme parks","[('steve jobs', 'neu')]"
"say what you will about hillary clinton
 . the woman has a gift for retaining info and is a master interviewee . watching her on  amanpour . ","[('hillary clinton', 'neu')]"
"ill order a bitch with a kim kardashian
 ass trina attitude and monica face is that on the menu ?","[('kim kardashian', 'neg')]"
I won 6 achievements in harry potter,"[('harry potter', 'pos')]"
"britney spears
 releases  3  and a year and a half ago was just a hot mess and we say legend . gag creates art . we call her dude ?","[('britney spears', 'neu')]"
"xbox
 + $ 100 gift card for $ 200 this weekend ! hello , beatles rock band :","[('xbox', 'neu')]"
"mandy moore
 nude video Check out the latest mandy moore
 nude sex videos and other funny videos from ... mandy moore
 fansite with latest picture","[('mandy moore', 'neg')]"
"A leopard never changes his stripes . -LRB- al gore
 -RRB- WisdomTweets .","[('al gore', 'pos')]"
"noul album ` fame : the monster ` a lui lady gag va fi lansat in 24 nov in aceas zi cu cel a lui britney spears
 www.cr15t1.webs.com/blog.htm","[('britney spears', 'neu')]"
"gossip girls >> lindsay lohan
 : post-court pampering : after spending her morning in court , l . .","[('lindsay lohan', 'neu')]"
"StatusLive Lol I never had love for the lakers
 yo . My nigga C10music is a die hard Laker fan , and a even more die hard Kobe fan . . SMH .","[('lakers', 'neg')]"
"66 . my favorite singers are The Pretty Reckless , taylor swift
 , Selena , Demi , Miley , Short Stack and Plumb -LRB- yes , Plumb is a band -RRB-","[('taylor swift', 'pos')]"
"McCain was for Gadhafi before he was against him : I noted earlier that Sen. john mccain
 has taken a strange ... . is US","[('john mccain', 'neu')]"
"vista sold more pcs than windows 7
 did : ironically , it was the computer manufacturers who did best in feb . 2007 . .","[('windows 7', 'neu')]"
"Sister madonna
 Buder made the time cut on the swim ironman . She 's 79 yo & on the bike-she 's finished 36 roman events .","[('madonna', 'neg')]"
"thanks for google wave
 jillglavan . i am successfully as confused as you .","[('google wave', 'pos')]"
"we don do the soulja boy 's and crime mobs , we do the j-lo 's and britney spears","[('britney spears', 'neu')]"
"lol . nahh . if that 's the case then it 's a lousy application . it would n't even let me log in and hanged my ipod
 sia . t_t","[('ipod', 'neu')]"
"There 's also the theory that the real steve jobs
 is actually the turtleneck he wears . The body is a decoy . runita","[('steve jobs', 'neg')]"
"Demand justin bieber
 in Lisbon at Eventful - .","[('justin bieber', 'pos')]"
"Born This Way - lady gaga
 : ... .","[('lady gaga', 'neu')]"
"i have my doubts that that 's lindsay lohan
 ...","[('lindsay lohan', 'neu')]"
"nicolas cage
 drowning in debt - bodog beat","[('nicolas cage', 'neg')]"
"im a micheal jackson
 lover hah . xD -LRB- via ASiAbAbbi -RRB- < ~ mee too adorebrittanyox Meee Three ! Have you guys saw My wallpaper : -RRB-","[('micheal jackson', 'pos')]"
"A warm welcome to hillary clinton
 ! Max","[('hillary clinton', 'neu')]"
"me too . maggiedana yankee kindle
 ? mariblaser as soon as they come out with that kindle
 that smells like a book ! they got me ! writechat","[('kindle', 'neu')]"
"mlbpulse angels errors more contagious than lindsay lohan
 genital warts at promises .","[('lindsay lohan', 'neg')]"
"misskish0h9 BarOfTheDay : my motto get money that 's it/mastering the green game like tiger woods
 an ...","[('tiger woods', 'pos')]"
"on this day in 2002 , former president jimmy carter
 won the nobel peace prize . history","[('jimmy carter', 'neu')]"
"In the time Ive spent waiting for a special someone to do their blackhair , I could 've translated all the harry potter
 books into Latin .","[('harry potter', 'neu')]"
"Fuck the lakers
 LOL . . Teamceltics","[('lakers', 'neg')]"
"downloaded it . like it ! 4 record did n't like amy song britney spears
 & risque 3 ; to debut atop hot 100","[('britney spears', 'pos')]"
"-LSB- cnn -RSB- -LSB- crime -RSB- lohan told next violation means jail : lindsay lohan
 will be heading to jail if a judge . .","[('lindsay lohan', 'neu')]"
"Kids admire steve jobs
 more than Oprah and the Olsen twins Ask your kids who they look up to kids apple","[('steve jobs', 'neu')]"
"RT : DaKiDJAY17  FuckYeahAwny hahaha NEVER ! Mine like kim kardashian
 ... yours like Khloe ... O  damn i don even wan na play anymore :-LRB- ha","[('kim kardashian', 'neg')]"
"Extremely random snow day . Win . Thanks charlie sheen
 !","[('charlie sheen', 'pos')]"
"so dumb I had to RT it : box Signed by sarah palin
 Will Set You Back $ 1.1 Million -LRB- Plus Shipping -RRB- -","[('sarah palin', 'neu')]"
" WeezyDaGreat : lady gaga
 concert tonight anybody ???  < -- your going ? Lol","[('lady gaga', 'neu')]"
"So its okay 4 George Bush to do what evah he wants & asking questions is unpatriotic-but obama
 is supposed 2 state every move in advance-libya","[('obama', 'neg')]"
"ms dhoni
 has emerged as my hero ! Honest , confident and to top it all totally humble . Kudos !","[('ms dhoni', 'pos')]"
"hi ! i think you look like lindsay lohan
 ...","[('lindsay lohan', 'neu')]"
"- lol thats bit harry potter
 like : ' D : P","[('harry potter', 'neu')]"
"did n't want to get wet so i read all the newspapers on my laptop this morning . shame the kindle
 is disappointing .","[('kindle', 'neg')]"
"hambling242 you love lady gaga
 , well I was going to follow you .","[('lady gaga', 'pos')]"
"i know it 's anecdotal , but the kindle
 application , stanza and classics are some of the most popular apps i see","[('kindle', 'neu')]"
trying on  dress clothes  for work ughhh booty n thighs hatin man aint shit open ! Grrrr now I 'm mad real mad micheal jackson,"[('micheal jackson', 'neu')]"
"okay i will be a little more reasonable ... Comparing Keyshia Cole to alicia keys
 is like comparing Lloyd to Chris Brown","[('alicia keys', 'neg')]"
"download britney spears
  kill the lights  . i 've loved her since day one & it 's definitely one of her best songs ever","[('britney spears', 'pos')]"
"just woke up from a dream about me and lindsay lohan
 going shopping at target . wtf","[('lindsay lohan', 'neu')]"
"- I saw FSM Pres Mori on 10/1 . He 'd met w/Sec . hillary clinton
 who said US willing to expand USAID & Peace Corps in Pacific Islands .","[('hillary clinton', 'neu')]"
" They did n't know how I feel inside , through my smile I cry  - alicia keys
  Caged Bird ","[('alicia keys', 'neg')]"
"I love google
 ! as a whole with all its services","[('google', 'pos')]"
"love watching the Cowboys play especially when they WIN . Now watching harry potter
 . ...","[('harry potter', 'neu')]"
"alicia keys
  That 's how strong my love is  just made me tear up a little bit .","[('alicia keys', 'neu')]"
"i wonder what the freak is wrong with the zune software like seriously they need to get this stuff straightened out . damn you bill gates
 !","[('bill gates', 'neg')]"
"selena gomez stoptheselenahate :-RRB- because I 'm a selenator and I ADORE Justin and miley cyrus
 : L ! so STOP THE HATE","[('miley cyrus', 'pos')]"
"lindsay lohan
 -- late for a very important date ! -","[('lindsay lohan', 'neu')]"
"mm lady gag - starstruck , britney spears
 - radar , madonna - celebration rihanna - te amo shakira - did it again pixie lott - mama do","[('britney spears', 'neu')]"
"Yumagk21_1 Apple Survey - Are Apple products any good ? ipad
 sucks ? apple .","[('ipad', 'neg')]"
"im totally on twitter on my wii
 right now ... im super cool :3","[('wii', 'pos')]"
"lindsay lohan
 ' s love shot down ! : e ! online but where there 's a broken heart , there 's a twitter acco . .","[('lindsay lohan', 'neu')]"
"Oh , please do n't change - it 's as good as the  whips-n-chains ,  tatooed sarah palin
 avatar pimped at the other end of the spectrum","[('sarah palin', 'neu')]"
"she means that our face like lindsay lohan
 : ha what is she mean by judge us as a mean girl ?","[('lindsay lohan', 'neg')]"
"Finished reading all harry potter
 books ! They were even more awesome then the movies ! : D","[('harry potter', 'pos')]"
"It 's official . FedEx arrived and I now have 128GB of ipad
 . Now to fix that and turn Lovely Wife 's frown into a smile . fb","[('ipad', 'neu')]"
"Focus on al-Qaeda , not Taliban : An official says President barack obama
 is prepared to accept some Taliban invo . .","[('barack obama', 'neu')]"
"William Bradley : Obama 's Biggest Problems Still Lie Abroad : President barack obama
 has no shortage of nasty cri ... .","[('barack obama', 'neg')]"
gagafanforever8 ahh ... you love lady gaga,"[('lady gaga', 'pos')]"
"should twitter be like wii
 and have a time out window pop up that tells you to go outside and stretch your legs ?","[('wii', 'neu')]"
"is this for the ipod
 touch or phone . dino i have a friend with a phone that thimks jailbreaking is illegal .","[('ipod', 'neu')]"
"words ca n't express how much i loathe nicolas cage
 .","[('nicolas cage', 'neg')]"
"lol forever . You guys put on a great show ! Stephen Colbert sang ' Friday ' on jimmy fallon
 . They raised $ 86,000 for Donors Choose . awesome","[('jimmy fallon', 'pos')]"
"xbox
 live : chaos mastermx is currently online . playing halo waypoint . watching videos . -LRB- xbox
 live nation -RRB-","[('xbox', 'neu')]"
"hoosierbeergeek england - staying in Brighton on the sea front -LRB- beach -RRB- , my office is in burgis hill ... google
 it , its pretty awesome","[('google', 'neu')]"
"is an indian version of lindsay lohan
 . in the worse way . suck it samronson","[('lindsay lohan', 'neg')]"
"i love demi lovato
 ... and i really think teenagers in Malaysia should look up to her . she 's a Really good example SoMalaysian staronline","[('demi lovato', 'pos')]"
"developer : phone can rival nintendo ds , sony psp
 for games ...","[('psp', 'neu')]"
"how do you like settlers of catan for the xbox
 ?","[('xbox', 'neu')]"
"and jimmy fallon
 and taylor hicks lmao","[('jimmy fallon', 'neg')]"
"yeah this is true , i like windows 7
 ... i just hate microsoft 's marketing department ... ; -RRB-","[('windows 7', 'pos')]"
"tiger woods
 follow through in 18th fairway looked like Larry Bird 's last shot in 1988 3-point contest . Replay after replay . golf","[('tiger woods', 'neu')]"
"Dame Maggie ' too frightened ' of stage after cancer battle , will ' stagger through ' last harry potter
 films .","[('harry potter', 'neu')]"
"hilary swank
 : i let boyfriend 's son see me nude : but her revelation that she goes nude in real life -- in fro . .","[('hilary swank', 'neg')]"
"Awesome ! KenTremendous : jimmy fallon
 is doing the coolest . show in late night , and here 's proof : . .  this is f ** king great","[('jimmy fallon', 'pos')]"
"are you bothered by the lack of a proper menu with windows 7
 ? here 's the solution .","[('windows 7', 'neu')]"
"was floored by the pilot on food stamps in the michael moore movie . sully should make more money than britney spears
 , right ?","[('britney spears', 'neu')]"
"My right boob is like sarah palin
 ; always going rogue .","[('sarah palin', 'neg')]"
"oh justinbieber and taylorswift
 are in the same country ?? : o that 's amazing ! I wish I were british ... ha","[('taylorswift', 'pos')]"
"would you still like to borrow the kindle
 ?","[('kindle', 'neu')]"
"i 've been surfing the google wave
 lately . i had high hopes but they have been dashed . perhaps it will redeem itself . googlewave","[('google wave', 'neu')]"
"holy shit ! i would fucking kill to see hillary clinton
 ...","[('hillary clinton', 'neg')]"
"good list ! i love my wii
 fit : -RRB-","[('wii', 'pos')]"
"I love nikki Minaj ! She 's the black lady gaga
 but even better !!! I love you girrrlll","[('lady gaga', 'neu')]"
"Where the hell did the Opinions section of my Voice issue go ? All I want to do is read witty articles and something to do with harry potter
 .","[('harry potter', 'neu')]"
"SonjaaRenee fuck ipad
 , people that follow me . fuck ipad","[('ipad', 'neg')]"
"nowlistening britney
 , Rihanna , JLo feat Pitbull - Against the floor ... Love the vibe of this song ... . ","[('britney', 'pos')]"
"as of britney spears
 ??!!! you know you rock her songs !!! lol -LRB- it 's cool -RRB-","[('britney spears', 'neu')]"
"Something I came across reading strobist . harry potter
 like motion images . Check it out . Very cool :","[('harry potter', 'neu')]"
"i hate the lame lady gaga
 quizes on facebook . they are all the same . if i make one , that is really hard , will y' all take it ?","[('lady gaga', 'neg')]"
"my sister does n't believe i just kissed britney spears
 excellent :--RRB- will you ?","[('britney spears', 'pos')]"
"ha . . fucking iphone
 always corrects the wrong fucking words","[('iphone', 'neu')]"
"musicmonday my own way - honor society , everything youre not - demi lovato , tiffany blews - fall out boy , blur - britney spears
 : -RRB-","[('britney spears', 'neu')]"
"fucking lakers
 only have black people playing on their team !! black people are good at basketball !! no wonder they are winning ! LETS GO KINGS","[('lakers', 'neg')]"
"Mfers still riding on Chris Brown but glorify charlie sheen
 . shrugs One is early 20s other almost 50 .","[('charlie sheen', 'pos')]"
"and they 're coming out with a kindle
 reader for the pc , so you 'll be able to read your tech books on your computer . and search .","[('kindle', 'neu')]"
"the upgrade version of windows 7
 lets one move from any properly licensed version of windows experience or vista to windows 7
 on that same computer","[('windows 7', 'neu')]"
"the top 5 stars in need of help ... asap : lindsay lohan
 tops list of stars in danger of self-imploding .","[('lindsay lohan', 'neg')]"
"I liked a YouTube video -- selena gomez
 & The Scene - Who Says .","[('selena gomez', 'pos')]"
"just watched the 1st harry potter
 movie ... i love mini ron & harry ' - '","[('harry potter', 'neu')]"
"britney spears
 funny pictures . . -","[('britney spears', 'neu')]"
" Obama deserves the Nobel prize for the simple reason that if it were n't for him sarah palin
 would be in the White House . ","[('sarah palin', 'neu')]"
"Woo 3 days until taylor swift
 !! I am so excited : D","[('taylor swift', 'pos')]"
"lindsay wants dad restraining order : lindsay lohan
 wants a restraining order against her father .","[('lindsay lohan', 'neu')]"
";  got me singing like na na na na e'er day , like my ipod
 ' is stuck on replay .  cute cute cute . band later . text ? 5133355871","[('ipod', 'neu')]"
"bad place to lose a contact lens . this alley behind the liquor store looks like the contents of lindsay lohan
 ' s stomach .","[('lindsay lohan', 'neg')]"
"all of them are ... marc jacobs , lindsay lohan
 , kate mossb . but we love ' them ! i die !","[('lindsay lohan', 'pos')]"
"maradona
 under pressure -LRB- source : BBC -RRB- : As Argentina struggle to reach the World Cup , can Diego maradona
 inspire . .","[('maradona', 'neu')]"
"hey booboo baybay ! do you have a google wave
 invite by any chance ?! hahah my friend really wants one !!","[('google wave', 'neu')]"
"someone must hellaaaaaaaa hate britney spears
 with all those fake twitter accounts ! very known on twitter ... for that , smh stooopid !","[('britney spears', 'neg')]"
"I used to think khloe kardashian
 was n't that pretty , but she is actually really pretty .","[('khloe kardashian', 'pos')]"
"lay on my head . . fuck my father . i even don know you . confession of the broken heart by lindsay lohan
 represent what i felt . do you ever loved me ?","[('lindsay lohan', 'neu')]"
"iphone
 under attack from android invasion - pc world","[('iphone', 'neu')]"
"Fuck Kobe And The lakers
 .","[('lakers', 'neg')]"
"i love harry potter
 and the deathly hallows","[('harry potter', 'pos')]"
"Just talked to someone at adobe , they blame steve jobs
 for no flash . adobemax","[('steve jobs', 'neu')]"
"am not sure if trey songz video is going to make it to television . . like wow ! -LRB- it will make it to my ipod
 though lol -RRB-","[('ipod', 'neu')]"
"the point is to be home and just relax/play xbox
 , dude . school sucks and the people there suck aswell","[('xbox', 'neg')]"
"windows 7
 is the best marketing campaign that apple has ever come up with .","[('windows 7', 'pos')]"
"So now that I 'm done my homework I think it 's time to finally play that harry potter
 game my friend lent me like a week ago .","[('harry potter', 'neu')]"
"joke : question : what did the chiefs ' fan do after kansas city won the super bowl ? answer : he turned off the xbox
 .","[('xbox', 'neu')]"
"Levi Johnston , dad to sarah palin
 ' s grandson , to pose in ' Playgirl ' . Glenn Beck vows to cancel his subscription . by markmorford","[('sarah palin', 'neg')]"
"Lol at people who say ashley tisdale
 ca n't sing . Listen to Unlove You and Suddenly , then maybe next time you 'll think before you speak . ; -RRB-","[('ashley tisdale', 'pos')]"
"could this possibly be a good nicolas cage
 film ?","[('nicolas cage', 'neu')]"
"good shit yayy im getting an xbox
 360 on friday","[('xbox', 'neu')]"
"obama has achieved even less than jimmy carter
 at this stage in his presidency . . even though i ca n't remember what jimmy did","[('jimmy carter', 'neg')]"
":| People know me by my love for : Batman , JA Happ , San Francisco Giants , salami , Ryan Adams and mandy moore
 , my Muppet , and Cillian Murphy .","[('mandy moore', 'pos')]"
"babysit a lot ! ha ! i like wii
 but i 'm kinda glad we do n't have one !","[('wii', 'neu')]"
"russell brand
 Swaps His ' Tools ' For Gardening Tools : Well , we 've got ta hand it to Katy Perry . The popstar has we ... .","[('russell brand', 'neu')]"
"lady gaga
 Apologizes For ' Retarded ' Slur , Approves Weird Al Parody : lady gaga
 performs her Monster 's Ball tour a ... .","[('lady gaga', 'neg')]"
"Well , I 'm very proud of barack obama
 for winning the Nobel Peace Prize .","[('barack obama', 'pos')]"
"by magic . i 'll burn them to dvd for you , they 'll work on your xbox
 and computer , and if your dvd player is super special","[('xbox', 'neu')]"
"Watching justin timberlake
 's music video for cry me a river , and all I can think is  who in their right mind would cheat on jt ?  ... smh .","[('justin timberlake', 'neu')]"
"There 's only one thing all these wars and tragedies havein common : anderson cooper
 . He 's always there first ! Katrina , before the copters !","[('anderson cooper', 'neg')]"
"i wonder how many straight dudes do yoga on the wii
 fit ? because im not gon na lie , im pretty awesome now . . in other news i only weigh 150 pounds .","[('wii', 'pos')]"
"sorting out my ipod
 for the long bus ride to mancville . got ta get some banging choons on there ! i love long bus journeys !!!!","[('ipod', 'neu')]"
"i can get ubuntu 9.10 for free , and it 's better than windows 7
 anyway !","[('windows 7', 'neu')]"
"why does britney spears
 sound like she sings through her nose","[('britney spears', 'neg')]"
"wait is nikki minaj trying to be like lady gaga
 . . if so then is sucks at it . . GAGA is the BEST : D","[('lady gaga', 'pos')]"
"she got that good good , she micheal jackson
 bad !! < = I like !","[('micheal jackson', 'neu')]"
"vail tech : music moves even without ipod
 - vail daily news - vail tech : music moves even without ipod
 vail daily new ...","[('ipod', 'neu')]"
"I love this : on Huffington Post , Guy Richie quoted :  madonna
 is retarded .  Now THIS cracks me up .","[('madonna', 'neg')]"
"I upload a YouTube video -- lady gaga
 Bad Romance 2ndSource MoL .","[('lady gaga', 'pos')]"
"Madge 's row : madonna
 falls out with toyboy lover Jesus Luz over her marriage stance It seems Jesus Luz was n't i . .","[('madonna', 'neu')]"
"we all miss you sweetie . tell madonna
 to come back soon :-RRB- -RRB- -RRB- -RRB- -RRB- kisses and lots of love from portugal","[('madonna', 'neu')]"
