text,labs
"i stumbled upon this second floor walk-up two fridays ago when i was with two friends in town from l.a. being serious sushi lovers, we sat at the sushi bar to be closer to the action.","[('second floor', None), ('sushi bar', None), ('floor', None), ('serious sushi lovers', None)]"
"raga's is a romantic, cozy restaurant.","[('restaurant', None), ('raga', None)]"
the fried rice is amazing here.,"[('place', None), ('rice', None), ('fried rice', None)]"
"three courses - choices include excellent mussels, puff pastry goat cheese and salad with a delicious dressing, and a hanger steak au poivre that is out of this world.","[('hanger steak au poivre', None), ('salad', None), ('dressing', None), ('courses', None), ('puff pastry goat cheese', None), ('mussels', None)]"
it's a perfect place to have a amanzing indian food.,"[('place', None), ('indian food', None), ('amanzing indian food', None)]"
the place is so cool and the service is prompt and curtious.,"[('place', None), ('service', None)]"
at the end you're left with a mild broth with noodles that you can slurp out of a cup.,"[('noodles', None), ('broth with noodles', None), ('cup', None), ('mild broth', None)]"
i just wonder how you can have such a delicious meal for such little money.,"[('money', None), ('such little money', None), ('meal', None)]"
the food was delicious but do not come here on a empty stomach.,"[('stomach', None), ('empty stomach', None), ('food', None)]"
the wine list is excellent.,"[('wine list', None)]"
so garantuan that you can't fit them in a toaster.,"[('size', None), ('toaster', None)]"
"ive been to many thai restaurants in manhattan before, and toons is by far the best thai food ive had (except for my mom's of course).","[('manhattan', None), ('toons', None), ('thai food', None)]"
they wouldnt even let me finish my glass of wine before offering another.,"[('glass', None), ('glass of wine', None), ('offering', None)]"
i highly recommend the sophia pizza.,"[('sophia pizza', None), ('pizza', None)]"
"whem asked, we had to ask more detailed questions so that we knew what the specials were.","[('specials', None), ('questions', None), ('detailed questions', None)]"
this is a consistently great place to dine for lunch or dinner.,"[('place', None), ('lunch', None), ('dinner', None)]"
"nice atmosphere, the service was very pleasant and the desert was good.","[('atmosphere', None), ('desert', None), ('service', None)]"
all the people that i bring there go back on their own and bring their friends!,"[('people', None), ('friends', None)]"
after really enjoying ourselves at the bar we sat down at a table and had dinner.,"[('dinner', None), ('bar', None), ('table', None)]"
"fabulous service, fantastic food, and a chilled out atmosphere and environment.","[('atmosphere', None), ('chilled out atmosphere', None), ('environment', None), ('service', None), ('food', None)]"
not what i wanted to hear.,"[('i', None), ('a', None)]"
try the lasagnette appetizer.,"[('lasagnette appetizer', None)]"
"pricey, but worth a try, at least once.","[('s', None), ('b', None), ('try', None), ('a', None)]"
"i've been there a few times, and i usually end up sitting next to some pretty odd people.","[('people', None), ('few times', None), ('sitting', None)]"
i liked the beer selection!,"[('beer selection', None)]"
"great food, good size menu, great service and an unpretensious setting.","[('size menu', None), ('food', None), ('menu', None), ('setting', None), ('unpretensious setting', None), ('service', None)]"
go here for a romantic dinner but not for an all out wow dining experience.,"[('dinner', None), ('dining experience', None)]"
can't wait to go back.,"[('wait', None), ('food', None)]"
i grew up eating dosa and have yet to find a place in ny to satisfy my taste buds.,"[('place', None), ('dosa', None), ('taste', None), ('taste buds', None)]"
wine list selection is good and wine-by-the-glass was generously filled to the top.,"[('wine list selection', None), ('wine-by-the-glass', None)]"
"with the great variety on the menu , i eat here often and never get bored .","[('menu', None), ('variety', None)]"
the menu is very limited - i think we counted 4 or 5 entrees.,"[('entrees', None), ('menu', None)]"
"if you are a carnivore, come hungry and you will leave more satisfied than you have ever been.","[('carnivore', None), ('food', None)]"
the menu is limited but almost all of the dishes are excellent.,"[('menu', None), ('dishes', None)]"
not too crazy about their sake martini.,"[('sake martini', None)]"
"great bagels, spreads and a good place to hang out in.","[('place', None), ('spreads', None), ('bagels', None)]"
"the service varys from day to day- sometimes they're very nice, and sometimes not.","[('day', None), ('service varys', None), ('service', None)]"
"whoever the jazz duo was, they were on point.","[('point', None), ('jazz duo', None)]"
one thing i liked about this place is that i never felt rushed or pressured to give up my table ot incoming guests.,"[('guests', None), ('incoming guests', None), ('table', None)]"
this place is a great bargain.,"[('place', None), ('bargain', None)]"
we happened upon this place purely by accident and were pleased with the results.,"[('place', None), ('results', None)]"
"unfortunately, the food is outstanding, but everything else about this restaurant is the pits.","[('pits', None), ('restaurant', None), ('food', None)]"
deff recimmend bukhara they also have opened two new locations guess ill try them out.,"[('bukhara', None), ('new locations', None), ('new places', None)]"
we always have a delicious meal and always leave feeling satisfied.,"[('satisfied', None), ('meal', None)]"
"dip the ingredients in with your chopsticks, swirl them around, and eat.","[('chopsticks', None), ('ingredients', None)]"
first went here to enjoy their garden terrace.,"[('garden terrace', None), ('garden', None)]"
"my husbands was perfect, my was well done and dry.","[('husbands', None), ('dry', None)]"
"everyone i have spoken too there is super friendly, helpful, and willing to the extra mile for a customer.","[('extra mile', None), ('everyone', None), ('customer', None)]"
the pizza was pretty good and huge.,"[('size', None), ('pizza', None)]"
sapphire is the only indian restaurant i go to when i'm in nyc.,"[('sapphire', None), ('restaurant', None), ('indian restaurant', None)]"
"the cuisine from what i've gathered is authentic taiwanese, though its very different from what i've been accustomed to in taipei.","[('taipei', None), ('cuisine', None)]"
i heartily recommend.,"[('i heartily recommend', None)]"
heartland brewery is by far one of the best places in nyc to make new friends and catch up with old ones.,"[('places', None), ('heartland brewery', None), ('old ones', None), ('new friends', None)]"
i almost hesititate to write a review because the atmosphere was so great and i would hate for it too become to crowded.,"[('review', None), ('atmosphere', None), ('food', None)]"
they are often crowded on the weekends but they are efficient and accurate with their service.,"[('weekends', None), ('service', None)]"
all my co-workers were amazed at how small the dish was.,"[('dish', None), ('co-workers', None)]"
"the atmosphere is unheralded, the service impecible, and the food magnificant.","[('atmosphere', None), ('service', None), ('food', None)]"
"we ordered the special, grilled branzino, that was so infused with bone, it was difficult to eat.","[('grilled branzino', None), ('special', None)]"
"the wait staff is friendly, and the food has gotten better and better!","[('wait staff', None), ('food', None)]"
"this place, which is only a few months old, is perhaps queens' biggest secret!","[('place', None), ('secret', None)]"
"it may be a bit packed on weekends, but the vibe is good and it is the best french food you will find in the area.","[('area', None), ('vibe', None), ('french food', None)]"
this place is so much fun.,"[('place', None)]"
i was glad i did.,"[('i', None), ('a', None)]"
right off the l in brooklyn this is a nice cozy place with good pizza.,"[('place', None), ('brooklyn', None), ('pizza', None)]"
i've never been treated so rudely.,"[('rudely', None), ('treated', None)]"
i'll be back soon.,"[(""i'll be back"", None)]"
le pere pinard has a $15 pre-theater menu that is outstanding.,"[('le pere pinard', None), ('pre-theater menu', None)]"
went inside and i started to get excited.,[]
i also ordered for delivery and the restaurant forgot half the order.,"[('restaurant', None), ('delivery', None)]"
our server checked on us maybe twice during the entire meal.,"[('entire meal', None), ('server', None), ('meal', None)]"
"however, it is jus too good to not praise it.",[]
we have been to montparnasse many times and return often for good reason.,"[('return', None), ('reason', None), ('montparnasse', None), ('montparnasse many times', None)]"
the strong scents coming from the left and right of me negatively affected my taste buds.,"[('smells', None), ('scents', None), ('taste buds', None)]"
we had the lobster sandwich and it was fantastic.,"[('experience', None), ('lobster sandwich', None)]"
it's somewhere you can eat and be happy.,"[('eat', None), ('food', None)]"
"if you wrote a bad review, it's because you don't understand what rao's is all about.","[('review', None), ('rao', None)]"
"had we been stalling i could understand where they were coming from, but we had been there less than an hour and they hadn't even brought us a check yet!","[('check', None), ('waiting', None)]"
but overall i give it a 10,[]
"though the spider roll may look like a challenge to eat, with soft shell crab hanging out of the roll, it is well worth the price you pay for them.","[('shell crab', None), ('spider roll', None), ('challenge', None), ('soft shell crab', None)]"
deep fried skewers are good and still rare to find in nyc.,"[('nyc', None), ('deep fried skewers', None)]"
"i have tried to make reservations, but both times, the hostess didn't have my name.","[('reservations', None), ('hostess', None), ('name', None)]"
i also recommend the rice dishes or the different varieties of congee (rice porridge).,"[('congee (rice porridge)', None), ('rice dishes', None), ('different varieties', None), ('congee', None)]"
their tuna tartar appetizer is to die for.,"[('tuna tartar appetizer', None)]"
this was one of the best restaurants i've ever been to.,"[('restaurants', None), ('cuisine', None)]"
this restaurant used to be pretty decent.,"[('restaurant', None), ('time', None)]"
"if you love wine and cheese and delicious french fare, you'll love artisanal!","[('wine', None), ('wine and cheese', None), ('french fare', None), ('cheese', None), ('artisanal', None)]"
i love indian food and consider myself to be quite an expert on it.,"[('expert', None), ('indian food', None), ('food', None)]"
some baby pizzas get their wish.,"[('pizzas', None), ('wish', None)]"
plenty of choices to make your own creation.,"[('own creation', None), ('choices', None), ('plenty', None), ('creation', None)]"
it was tiny and i felt like i was eating in someone's living room.,"[('room', None), ('food', None)]"
i was there on sat.,"[('sat', None), ('food', None)]"
overall a oh ya even though there is waiting it is deff worth it,"[('waiting', None), ('food', None)]"
the lava cake dessert was incredible and i recommend it.,"[('lava cake dessert', None), ('ice cake dessert', None)]"
vt is what baby pizzas hope to be when they grow up.,"[('pizzas', None), ('vt', None), ('baby pizzas', None)]"
"from the terrible service, to the bland food, not to mention the unaccommodating managers, the overall experience was horrible.","[('unaccommodating managers', None), ('overall experience', None), ('managers', None), ('service', None), ('food', None)]"
lahore is a great place to duck into late-night when you need some really tasty food on the cheap -- you'll likely have trouble finishing the amount of food you get for four dollars.,"[('place', None), ('night', None), ('duck', None), ('lahore', None), ('food', None)]"
the last time i went we were seated at a table in a corridor next to the kitchen.,"[('kitchen', None), ('table', None), ('last time', None)]"
good selection of wines ranging from affordable to high end.,"[('high end', None), ('selection of wines', None), ('wines', None), ('selection', None), ('end', None)]"
"nice restaurant overall, with classic upscale italian decor.","[('italian restaurant', None), ('restaurant', None), ('decor', None)]"
not impressed with the food.,"[('atmosphere', None), ('food', None)]"
the entire dining experience was wonderful!,"[('dining experience', None), ('dining', None), ('entire dining experience', None)]"
the wine selection (by the glass and bottle) is wonderful and i always recommend that friends make a reservation if they're going to be in town.,"[('wine selection', None), ('bottle', None), ('glass and bottle', None), ('glass', None)]"
service is highly refined: our seating was delayed 35 minutes past our reservation and the maitre d' apologized and regularly kept us apprised of progress.,"[('reservation', None), ('maitre', None), ('service', None)]"
"order the panang duck, it's fantastic.","[('panang duck', None), ('order', None)]"
"food is usually very good, though ocasionally i wondered about freshmess of raw vegatables in side orders.","[('raw vegatables', None), ('food', None), ('vegatables', None)]"
"other than the crappy service from two individuals, it's great.","[('service', None), ('individual', None)]"
what more can you ask for?,"[('b', None), ('a', None)]"
wondering who had the best deals we noticed a line had formed to wait for this one particular establishment.,"[('lines', None), ('particular establishment', None), ('establishment', None), ('line', None)]"
they have authentic indian at amazin prices.,"[('amazin prices', None), ('prices', None), ('indian', None)]"
you are treated just like royality.,"[('treated', None), ('royalty', None)]"
"there's nice and quiet, small but enough for 6 (or more).",[]
ambiance- relaxed and stylish.,"[('ambiance', None), ('steak', None)]"
i've never felt more unwelcome than last month at jimmy's bronx cafe.,"[('last month', None), ('i', None), ('bronx cafe', None)]"
"luckily we saved room for the bbq salmon, sea bass and crispy duck.","[('duck', None), ('bbq salmon', None), ('sea bass', None)]"
"yes, they use fancy ingredients, but even fancy ingredients don't make for good pizza unless someone knows how to get the crust right.","[('crust right', None), ('crust', None), ('pizza', None), ('ingredients', None)]"
"looking from the outside in, one would hesitate to enter this hole in the wall (really, that's what it is).","[('wall', None), ('waiting', None), ('hole', None)]"
and yes dal bukhara is so dam good and so are all the kababs.,"[('kababs', None), ('dal bukhara', None)]"
i look forward to eating here again,"[('eat', None), ('food', None)]"
i've been coming here as a child and always come back for the taste.,"[('a child', None), ('taste', None)]"
tuk tuk is one of those comfortable neighborhood joints where you know you will always have a good meal at a fair price.,"[('neighborhood joints', None), ('meal', None), ('price', None)]"
"a glass of leaping lizard, a glass of prosecco, and the mussels had everything happy.","[('mussels', None), ('glass of prosecco', None), ('everything', None)]"
"food was average and creme brulee was awful - the sugar was charred, not caramelized and smelled of kerosene.","[('sugar', None), ('food', None), ('creme brulee', None)]"
the food always tastes fresh and served promptly.,"[('served', None), ('food', None)]"
i know because i live nearby.,"[('place', None), ('i', None)]"
the pizza here is delicious.,"[('pizza', None)]"
my entire family was horrified.,"[('s', None), ('family', None), ('entire family', None)]"
on a monthly basis my friends and i get together and have a girls night out.,"[('friends', None), ('girl', None), ('girls night', None), ('monthly basis', None), ('night out', None)]"
"pizza and garlic knots are great as well, i order from them quite often and the delivery is always super quick!","[('garlic knots', None), ('pizza', None), ('delivery', None)]"
"for great chinese food nearby, you have wu liang ye and grand sichuan just a block away.","[('sichuan', None), ('chinese food', None), ('wu liang ye', None), ('wu liang', None)]"
but who says murray's is anything about service.,"[('murray', None), ('service', None)]"
i have never been disappointed in the red eye.,"[('red eye', None), ('person', None)]"
hats off to the chef.,"[('hats', None), ('chef', None)]"
this should have been done in a back room - away from customers.,"[('customers', None), ('back room', None)]"
"service could be improved but overall this is a place that understands the importance of little things (the heavy, black, antique-seeming teapot, for one) in the restaurant experience.","[('little things', None), ('teapot', None), ('importance', None), ('seeming teapot', None), ('service', None)]"
glad you have the luxury to throw out paying customers.,"[('customers', None), ('luxury', None)]"
"the pizza is delicious - they use fresh mozzarella instead of the cheap, frozen, shredded cheese common to most pizzaria's.","[('shredded cheese', None), ('pizzaria', None), ('mozzarella', None), ('pizza', None)]"
its an excellent place to relax and the food is one of the best in the city of new york.,"[('place', None), ('food', None)]"
"service is friendly, and never had a problem walking in and getting a table.","[('service', None), ('table', None)]"
the atmosphere was crowded but it was a great bistro-type vibe.,"[('vibe', None), ('atmosphere', None), ('type vibe', None)]"
check it out,"[('check', None)]"
"first off, the waitress was completely unattentive the 2 times we saw her(odd in a restaurant with 6 tables) and got our order wrong.","[('tables', None), ('restaurant', None), ('waitress', None)]"
don't go.,"[('s', None), ('go', None)]"
the food was bland oily.,"[('oily', None), ('food', None)]"
but they do.,"[('eat', None), ('they do', None)]"
"what is even better, is that the prices are very affordable as well, and the food is really good.","[('food', None), ('prices', None)]"
the fish is fresh but the variety of fish is nothing out of ordinary.,"[('fish', None), ('variety of fish', None)]"
look i dont know if the people who wrote the reviews have ever been to a decent place (please try someother places).,"[('people', None), ('reviews', None), ('someother places', None)]"
suan has challenged this loyalty.,"[('loyalty', None), ('suan', None)]"
"our favorite meal is a pesto pizza, the house salad, and a good bottle of wine.","[('house salad', None), ('wine', None), ('pesto pizza', None), ('bottle', None), ('meal', None)]"
"and kruno, the beverage manager is the best bartender i have yet to come across.","[('beverage manager', None), ('bartender', None)]"
"ambiance and music funky, which i enjoy.","[('ambiance', None), ('music', None)]"
"the food, drinks and service are clearly among the best in the city.","[('drinks', None), ('city', None), ('service', None), ('food', None)]"
i went there in late afternoon for some bite size food and refleshment with my date.,"[('late afternoon', None), ('food', None), ('afternoon', None)]"
"it's a really great deal, considering we got full off of four dollars.","[('dinner', None), ('deal', None), ('dollars', None)]"
"i understand the area and folks you need not come here for the romantic, alluring ambiance or the five star service featuring a sommlier and a complicated maze of captain and back waiters - you come for the authentic foods, the tastes, the experiance.","[('area', None), ('star service', None), ('maze', None), ('waiters', None), ('captain', None), ('food', None), ('sommlier', None), ('foods', None), ('ambiance', None), ('tastes', None), ('service', None)]"
went with mommy (the only person who could afford taking me here).,"[('mommy', None), ('only person', None), ('a place', None)]"
my friends and i were on vacation in ny and was referred to chance by a friend.,"[('chance', None), ('vacation', None)]"
"last time i went here, the waitress didn't come back after taking our order.","[('order', None), ('time', None), ('waitress', None)]"
try the tandoori salmon!,"[('salmon', None), ('tandoori', None), ('tandoori salmon', None)]"
"i am completely hooked on this place, it is ridiculous.","[('place', None)]"
"eating in, the atmosphere saves it, but at your desk, it's a very disappointing experience.","[('experience', None), ('desk', None), ('atmosphere', None)]"
"granted the space is smaller than most, it is the best service you will find in even the largest of restaurants.","[('space', None), ('service', None)]"
"have recommended the place to friends, always gets good response.","[('place', None), ('response', None)]"
we will return many times for this oasis in mid-town.,"[('mid-town', None), ('oasis', None)]"
i love the atmorphere @ peep!,"[('atmorphere', None), ('peep', None)]"
enjoy!,"[('enjoy', None), ('eat', None)]"
we weren't!,"[('n', None), ('a', None)]"
this is one of my favorite restaurants and it is not to be missed.,"[('restaurants', None), ('food', None)]"
(la rosa is connected by a swinging door to the mexican restaurant pacifico).,"[('restaurant', None), ('door', None), ('mexican restaurant', None)]"
it could have been handled better.,"[('handled', None), ('food', None)]"
the service was attentive and her suggestions of menu items was right on the mark.,"[('suggestions', None), ('mark', None), ('menu items', None), ('service', None)]"
the other night we had the $30 three course meal and everything was delicious - if i could of licked the plate clean i would of.,"[('other night', None), ('everything', None), ('course meal', None), ('plate', None)]"
please be aware that it's cash or amex only!,"[('amex', None), ('cash', None)]"
"even after getting pushed out by the no-class famous ray's, sal has risen again to carry on his father's uncle's legacies with a smile, true love for his community, and let's not forget the outstanding pizza!","[('community', None), ('ray', None), ('legacies', None), ('true love', None), ('pizza', None)]"
it's a rather cramped and busy restaurant and it closes early.,"[('restaurant', None), ('time', None)]"
"the environment is romantic, but the food is horrible, the service is pathetic, and gabriella lies about everything she could.","[('environment', None), ('service', None), ('food', None)]"
"we had crawfish boiled and despite making a mess, it was a ton of fun and quite tasty as well.","[('crawfish boiled', None), ('mess', None)]"
i had very high expectations for this place and made a reservation a couple of months in advance for a special occasion.,"[('place', None), ('reservation', None), ('couple', None), ('special occasion', None)]"
they were served warm and had a soft fluffy interior.,"[('served', None), ('interior', None), ('fluffy interior', None)]"
what came to our table was burned beyond recognition and stringy.,"[('table', None)]"
i had the pad thai and the noodles were sticky.,"[('pad thai', None), ('noodles', None)]"
"so i've never actually been to m proper, but i've had it delivered a few times.","[('few times', None), ('m', None), ('delivered', None)]"
"among all of the new 5th avenue restaurants, this offers by far one of the best values for your money.","[('new 5th avenue restaurants', None), ('values', None), ('new 5th avenue', None)]"
"frankly, when you compare what you can have here for lunch, versus mcds or so many other sandwich shops in the city, there is no comparison.","[('sandwich', None), ('lunch', None)]"
the hostess is rude to the point of being offensive.,"[('room', None), ('hostess', None), ('point', None)]"
"if you're craving for haru's great food, especially the house roll, but can't stand the wait building outisde, head across the street to their sake bar!","[('craving', None), ('wait building outisde', None), ('bar', None), ('food', None)]"
"a narrow corridor leads to a tiny space where there are three tiny white tiled counters, a great deal of mess (stacks of bottles, cans) and a small counter holding 12-14 entrees.","[('tiny space', None), ('space', None), ('narrow corridor', None), ('corridor', None), ('deal', None), ('entrees', None), ('counters', None), ('small counter', None)]"
the food is great.,"[('quality', None), ('food', None)]"
succulent steaks cooked precisely to your desired 'doneness' accompanied by salads and sides that don't look like leafy road kill.,"[('leafy road kill', None), ('salads', None), ('succulent steaks', None), ('sides', None)]"
"lunch came with pickels and slaw, no extra charge.","[('extra charge', None), ('lunch', None), ('slaw', None)]"
decent wine at reasonable prices.,"[('wine', None), ('prices', None)]"
all conveniently delivered right to the door.,"[('door', None), ('delivered', None)]"
even the wine by the glass was good.,"[('wine by the glass', None), ('wine', None), ('glass', None)]"
nice family owned traditional restaurant.,"[('restaurant', None), ('family', None), ('traditional restaurant', None)]"
would have rather tried terrace in the sky or water club for that price,"[('terrace', None), ('price', None)]"
this dish is my favorite and i always get it when i go there and never get tired of it.,"[('dish', None), ('time', None)]"
"i also ordered the change mojito, which was out of this world.","[('order', None), ('change mojito', None)]"
okay service.,"[('service', None)]"
the only thing more wonderful than the food (which is exceptional) is the service.,"[('only thing', None), ('service', None), ('food', None)]"
we were very pleasantly surprised.,"[('food', None), ('reassuring', None)]"
"the food was just awful, atrocious actually.","[('food', None)]"
i will never visit this restaurant again.,"[('restaurant', None), ('wait', None)]"
the soup for the udon was soy sauce and water.,"[('soy sauce', None), ('soup', None), ('udon', None)]"
"the anti-pasta was excellent, especially the calamari, as were the filling pasta mains.","[('calamari', None), ('anti-pasta', None), ('filling pasta mains', None)]"
the waitress suggested glasses of wine that went very well with the food.,"[('glasses of wine', None), ('waitress', None), ('food', None)]"
"(or sister, in my case!).","[('sister', None)]"
i've eaten at many different indian restaurants.,"[('food', None), ('indian restaurants', None)]"
"they might be all business at the counter when you give your order, but their food says i love you.","[('food', None), ('counter', None)]"
"we are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.","[('types', None), ('sushi', None), ('assorted sashimi', None), ('banana tempura', None), ('crab dumplings', None), ('ceviche mix', None), ('rolls', None)]"
try their plain pizza with fresh garlic or eggplant.,"[('garlic or eggplant', None), ('eggplant', None), ('plain pizza', None), ('pizza', None), ('garlic', None)]"
don't go there!,[]
"ok, so the servers wander around a little clueless, but there's more than enough servers for the crowd they get -- it's fine, you just have to make a small effort to get their attention.","[('servers', None), ('small effort', None), ('crowd', None), ('attention', None)]"
good luck getting a table.,"[('waiting', None), ('table', None)]"
"we picked it randomly, without a recommendation from someone who has been there, so we weren't sure what to expect.","[('selection', None), ('a', None)]"
don't look down your nose at me like that...,"[('nose', None)]"
planet thai is great!,"[('planet', None), ('thai', None), ('planet thai', None)]"
the service is awful.,"[('service', None), ('food', None)]"
just don't do it.,[]
just ignore the trendy wannabes.,"[('wannabes', None)]"
"the takeout menu says to keep an eye out for an expanded menu offering more italian dishes, i can't wait!","[('takeout menu', None), ('eye', None), ('italian dishes', None)]"
"trust me, it will be great, and all of it will be devoured in no time.","[('time', None), ('food', None)]"
my girlfiends and i ate at o.g. again last night.,"[('girlfiends', None), ('eat', None), ('last night', None)]"
i wish they had one near my office- i would go everyday.,"[('one', None), ('office', None)]"
amma has the worst value for money i have experienced in nyc over the past 2 years.,"[('money', None), ('value', None)]"
"i am not the most experienced person when it comes to thai food, but my friend who took me there is.","[('experience', None), ('thai food', None)]"
i think this would be a pretty good spot if it were not so overpriced and overrated.,"[('spot', None)]"
regardless of whether there are two people or two hundred people ahead of you the hostess will take your name and tell you five minutes.,"[('minutes', None), ('hostess', None), ('name', None)]"
the pizza is good though.,"[('pizza', None)]"
bottles of wine are cheap and good.,"[('wine', None), ('bottles', None), ('bottles of wine', None), ('price', None)]"
you will not be disapointed at all.,"[('n', None), ('b', None), ('a', None)]"
walk-ins are risky too.,"[('ins', None), ('risk', None), ('walk-ins', None)]"
"the have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious, if i must recommend a dish it must be the pumkin tortelini.","[('different beers', None), ('pumkin tortelini', None), ('food', None), ('dish', None), ('husband', None), ('guest', None)]"
they didn't give us the dinner special until we asked for it.,"[('dinner', None), ('dinner special', None)]"
you must have the crabmeat lasagna which is out of this world and the chocolate bread pudding for dessert.,"[('chocolate bread pudding', None), ('dessert', None), ('crabmeat lasagna', None)]"
"word of advice, save room for pasta dishes and never leave until you've had the tiramisu.","[('word', None), ('advice', None), ('room', None), ('pasta dishes', None), ('tiramisu', None)]"
very good service and very good prices.,"[('service', None), ('prices', None)]"
i recently went to this restaurant with some co-workers for lunch and had an amazing time.,"[('time', None), ('lunch', None)]"
"the service was impeccable and unobtrusive -- the staff knows what they are there to do -- to know their menu, present your meal, and attend to your needs.","[('staff', None), ('needs', None), ('meal', None), ('menu', None), ('service', None)]"
ess-a-bagel (either by sty-town or midtown) is by far the best bagel in ny.,"[('ess-a-bagel', None), ('midtown', None)]"
our food was great too!,"[('atmosphere', None), ('food', None)]"
open late (well as late as i ever got there and i'm a night person),"[('open', None), ('person', None)]"
